year,species,vessel,conf,weight,count
2022,Grenadier - Rattail Grenadier Unidentified,1,1,0.104272174,
2022,Grenadier - Rattail Grenadier Unidentified,1,1,0.028429501,
2022,Grenadier - Rattail Grenadier Unidentified,1,1,0.019504472,
2022,Misc crabs,1,1,0.000350548,
2022,Misc crabs,1,1,9.55759E-05,
2022,Misc fish,1,1,0.441563362,
2022,Misc fish,1,1,0.171165849,
2022,Misc fish,1,1,0.267777738,
2022,Misc fish,1,1,0.07300881,
2022,Misc fish,1,1,0.701290213,
2022,Misc fish,1,1,0.058232739,
2022,Misc fish,1,1,0.215694521,
2022,Pandalid shrimp,1,1,0.000225266,
2022,Pandalid shrimp,1,1,8.73211E-05,
2022,Pandalid shrimp,1,1,0.000110038,
2022,Sculpin,1,1,0.13092,
2022,Sculpin,1,1,0.005967773,
2022,Sculpin,1,1,0.001627096,
2022,Sculpin,1,1,0.05627,
2022,Scypho jellies,1,1,0.000817042,
2022,Scypho jellies,1,1,0.000316715,
2022,Scypho jellies,1,1,0.000439058,
2022,Scypho jellies,1,1,0.000119708,
2022,Scypho jellies,1,1,0.000399108,
2022,Sea anemone unidentified,1,1,0.010981161,
2022,Sea anemone unidentified,1,1,0.002993981,
2022,Sea anemone unidentified,1,1,0.002981498,
2022,Sea star,1,1,0.000385601,
2022,Sea star,1,1,0.000149473,
2022,Sea star,1,1,0.000709928,
2022,Sea star,1,1,0.009781607,
2022,Sea star,1,1,0.002666926,
2022,Sea star,1,1,6.63528E-05,
2022,Sea star,1,1,0.000188358,
2022,Sea star,1,1,0.003585569,
2022,Snails,1,1,0.000191001,
2022,Snails,1,1,5.20758E-05,
2022,Snails,1,1,1.36996E-05,
2022,Sponge unidentified,1,1,0.000186338,
2022,Sponge unidentified,1,1,0.001381568,
2022,Sponge unidentified,1,1,5.08045E-05,
2022,Sponge unidentified,1,1,4.5272E-06,
2022,Squid,1,1,0.47842,
2022,Squid,1,1,0.00717,
2022,Squid,1,1,0.018312238,
2022,Squid,1,1,0.518909671,
2022,Squid,1,1,0.004992778,
2022,Squid,1,1,0.57896,
2022,Squid,1,1,0.008838887,
2022,Squid,1,1,0.05024,
2022,Squid,1,1,0.13018101,
2022,Squid,1,1,0.028122727,
2022,Squid,1,1,0.088450512,
2022,Squid,1,1,0.08028585,
2022,Squid,1,1,0.00771107,
2022,Squid,1,1,0.102058283,
2022,Squid,1,1,0.276691346,
2022,Squid,1,1,0.079832257,
2022,Squid,1,1,0.277144938,
2022,Squid,1,1,0.137707108,
2022,urchins dollars cucumbers,1,1,0.000412327,
2022,urchins dollars cucumbers,1,1,0.000159833,
2022,urchins dollars cucumbers,1,1,0.000356375,
2022,urchins dollars cucumbers,1,1,9.71646E-05,
2022,urchins dollars cucumbers,1,1,2.5392E-06,
2022,urchins dollars cucumbers,1,1,0.000201413,
2022,urchins dollars cucumbers,1,1,0.003585569,
2022,Corals Bryozoans - Corals Bryozoans Unidentified,1,1,0.00766014,
2022,Corals Bryozoans - Corals Bryozoans Unidentified,1,1,0.000319869,
2022,Giant Grenadier,1,1,30.12534588,
2022,Giant Grenadier,1,1,24.66035511,
2022,Giant Grenadier,1,1,0.137423308,
2022,Giant Grenadier,1,1,4.072524574,
2022,Misc crabs,1,1,0.00018888,
2022,Misc crabs,1,1,0.000291126,
2022,Misc deep fish,1,1,0.000562708,
2022,Misc deep fish,1,1,0.000867317,
2022,Misc fish,1,1,2.572613897,
2022,Misc fish,1,1,0.706765011,
2022,Misc fish,1,1,1.099593169,
2022,Misc fish,1,1,0.107426112,
2022,Misc fish,1,1,0.759945468,
2022,Misc fish,1,1,1.171324499,
2022,Other osmerids,1,1,0.00062648,
2022,Pandalid shrimp,1,1,0.007098661,
2022,Pandalid shrimp,1,1,0.010941358,
2022,Sculpin,1,1,0.075850177,
2022,Sculpin,1,1,0.78634,
2022,Scypho jellies,1,1,0.002663956,
2022,Scypho jellies,1,1,0.004106027,
2022,Sea star,1,1,0.031167673,
2022,Sea star,1,1,0.008483934,
2022,Sea star,1,1,0.000501646,
2022,Sea star,1,1,0.001412318,
2022,Sea star,1,1,0.001326095,
2022,Sea star,1,1,1.64237E-05,
2022,Sea star,1,1,0.000460568,
2022,Sea star,1,1,0.002043946,
2022,Sponge unidentified,1,1,0.0000084,
2022,Sponge unidentified,1,1,0.000235401,
2022,Squid,1,1,0.325846142,
2022,Squid,1,1,0.37909,
2022,Squid,1,1,0.07161,
2022,Squid,1,1,0.05106,
2022,Squid,1,1,0.029029912,
2022,Squid,1,1,0.006491177,
2022,Squid,1,1,0.026308358,
2022,Squid,1,1,0.03637,
2022,Corals Bryozoans - Corals Bryozoans Unidentified,1,1,0.00884,
2022,Giant Grenadier,1,1,9.10225681,
2022,Giant Grenadier,1,1,2.18605,
2022,Giant Grenadier,1,1,14.12234987,
2022,Giant Grenadier,1,1,0.175778005,
2022,Giant Grenadier,1,1,0.15592262,
2022,Grenadier - Rattail Grenadier Unidentified,1,1,0.141520819,
2022,Misc crustaceans,1,1,0.002780006,
2022,Misc fish,1,1,1.064959996,
2022,Misc fish,1,1,0.596466659,
2022,Misc fish,1,1,0.028172286,
2022,Misc fish,1,1,0.0436977,
2022,Other osmerids,1,1,0.010890001,
2022,Other osmerids,1,1,0.000807326,
2022,Other osmerids,1,1,0.000716133,
2022,Other osmerids,1,1,0.018507199,
2022,Pandalid shrimp,1,1,0.000246951,
2022,Pandalid shrimp,1,1,0.000383043,
2022,Sculpin,1,1,0.57769,
2022,Sculpin,1,1,0.47471,
2022,Scypho jellies,1,1,0.000680004,
2022,Scypho jellies,1,1,0.014821122,
2022,Scypho jellies,1,1,0.002920125,
2022,Scypho jellies,1,1,0.022988867,
2022,Sea star,1,1,0.000229997,
2022,Sea star,1,1,0.000729103,
2022,Sea star,1,1,2.11745E-05,
2022,Sea star,1,1,1.87827E-05,
2022,Sea star,1,1,0.001130903,
2022,Sponge unidentified,1,1,0.003963231,
2022,Sponge unidentified,1,1,1.08228E-05,
2022,Sponge unidentified,1,1,9.6003E-06,
2022,Squid,1,1,0.08794,
2022,Squid,1,1,0.032452329,
2022,Squid,1,1,0.13646,
2022,Squid,1,1,0.004380188,
2022,Squid,1,1,0.915349403,
2022,Squid,1,1,0.096161582,
2022,Squid,1,1,0.066302041,
2022,Squid,1,1,0.058812751,
2022,Squid,1,1,0.022679618,
2022,Squid,1,1,0.01185,
2022,State-managed Rockfish,1,1,0.002634159,
2022,State-managed Rockfish,1,1,0.002336612,
2022,urchins dollars cucumbers,1,1,0.000748699,
2022,urchins dollars cucumbers,1,1,0.001161298,
2022,Giant Grenadier,1,1,28.25333097,
2022,Grenadier - Rattail Grenadier Unidentified,1,1,0.006350293,
2022,Misc crustaceans,1,1,0.000943872,
2022,Misc crustaceans,1,1,0.000131034,
2022,Misc crustaceans,1,1,0.012548179,
2022,Misc crustaceans,1,1,0.015306907,
2022,Misc fish,1,1,0.011587151,
2022,Misc fish,1,1,0.001608598,
2022,Misc fish,1,1,0.154043796,
2022,Misc fish,1,1,0.187910469,
2022,Pandalid shrimp,1,1,4.66559E-05,
2022,Pandalid shrimp,1,1,0.000006477,
2022,Pandalid shrimp,1,1,0.000620261,
2022,Pandalid shrimp,1,1,0.000756626,
2022,Scypho jellies,1,1,0.000170309,
2022,Scypho jellies,1,1,2.36433E-05,
2022,Scypho jellies,1,1,0.01099,
2022,Scypho jellies,1,1,0.002264144,
2022,Scypho jellies,1,1,0.002761919,
2022,Smelt (Family Osmeridae),1,1,0.00766,
2022,Squid,1,1,0.05897,
2022,Squid,1,1,0.234197484,
2022,Squid,1,1,0.04676,
2022,Squid,1,1,1.382978052,
2022,Squid,1,1,0.232239293,
2022,Squid,1,1,0.087543327,
2022,Squid,1,1,0.24283,
2022,State-managed Rockfish,1,1,0.055126531,
2022,Giant Grenadier,1,1,20.2675704,
2022,Grenadier - Rattail Grenadier Unidentified,1,1,0.006803886,
2022,Misc crabs,1,1,0.001609991,
2022,Misc fish,1,1,0.174599998,
2022,Misc fish,1,1,1.025449985,
2022,Misc fish,1,1,0.133791745,
2022,Misc fish,1,1,0.029848239,
2022,Misc fish,1,1,0.093539993,
2022,Sculpin,1,1,0.70794,
2022,Sculpin,1,1,0.43274,
2022,Scypho jellies,1,1,0.0292455,
2022,Scypho jellies,1,1,0.006524518,
2022,Scypho jellies,1,1,0.004670009,
2022,Sea anemone unidentified,1,1,0.008176803,
2022,Sea pens whips,1,1,0.001600012,
2022,Sea star,1,1,0.011220006,
2022,Sea star,1,1,0.000711299,
2022,Sea star,1,1,0.000158687,
2022,Sponge unidentified,1,1,0.0108,
2022,Squid,1,1,0.38543,
2022,Squid,1,1,0.246300657,
2022,Squid,1,1,0.02494758,
2022,Squid,1,1,0.01754,
2022,Squid,1,1,0.12312,
2022,Squid,1,1,2.21186,
2022,State-managed Rockfish,1,1,1.235230003,
2022,Benthic urochordata,1,1,0.016940026,
2022,Brittle star unidentified,1,1,0.001360008,
2022,Brittle star unidentified,1,1,0.000590054,
2022,Corals Bryozoans - Corals Bryozoans Unidentified,1,1,0.006780001,
2022,Giant Grenadier,1,1,0.79988,
2022,Greenlings,1,1,0.041170008,
2022,Hermit crab unidentified,1,1,0.002210018,
2022,Invertebrate unidentified,1,1,0.000980011,
2022,Misc crabs,1,1,0.000222607,
2022,Misc crabs,1,1,0.000147416,
2022,Misc crustaceans,1,1,0.000479988,
2022,Misc fish,1,1,1.360910002,
2022,Misc fish,1,1,0.823811612,
2022,Misc fish,1,1,0.545548361,
2022,Misc fish,1,1,0.114660004,
2022,Misc fish,1,1,0.056059975,
2022,Other osmerids,1,1,0.02937,
2022,Pandalid shrimp,1,1,0.000619987,
2022,Pandalid shrimp,1,1,0.000719996,
2022,Pandalid shrimp,1,1,0.005643052,
2022,Pandalid shrimp,1,1,0.003736968,
2022,Sculpin,1,1,1.05773,
2022,Sculpin,1,1,0.19134,
2022,Sculpin,1,1,0.66918,
2022,Sculpin,1,1,0.04402,
2022,Scypho jellies,1,1,0.057959974,
2022,Scypho jellies,1,1,0.028443809,
2022,Scypho jellies,1,1,0.018836192,
2022,Scypho jellies,1,1,0.174169975,
2022,Sea anemone unidentified,1,1,0.025420033,
2022,Sea anemone unidentified,1,1,0.001229983,
2022,Sea star,1,1,0.050730007,
2022,Sea star,1,1,0.007140024,
2022,Sea star,1,1,0.005047452,
2022,Sea star,1,1,0.003342547,
2022,Sea star,1,1,0.001950007,
2022,Sea star,1,1,0.00420001,
2022,Smelt (Family Osmeridae),1,1,0.0036,
2022,Snails,1,1,0.008520013,
2022,Snails,1,1,0.001510006,
2022,Snails,1,1,0.000999963,
2022,Snails,1,1,0.003659996,
2022,Sponge unidentified,1,1,0.0013115,
2022,Sponge unidentified,1,1,0.000868508,
2022,Sponge unidentified,1,1,0.000850025,
2022,Squid,1,1,2.17326,
2022,Squid,1,1,0.02745,
2022,Squid,1,1,0.0856,
2022,Squid,1,1,0.01553,
2022,Squid,1,1,0.31652,
2022,Squid,1,1,2.45164,
2022,State-managed Rockfish,1,1,0.523520045,
2022,State-managed Rockfish,1,1,0.691889992,
2022,urchins dollars cucumbers,1,1,0.002769968,
2022,urchins dollars cucumbers,1,1,0.003290779,
2022,urchins dollars cucumbers,1,1,0.002179235,
2022,Corals Bryozoans - Corals Bryozoans Unidentified,1,1,0.00070296,
2022,Corals Bryozoans - Corals Bryozoans Unidentified,1,1,0.00152702,
2022,Giant Grenadier,1,1,0.10813,
2022,Misc fish,1,1,0.724099975,
2022,Misc fish,1,1,0.878819966,
2022,Misc fish,1,1,0.190018361,
2022,Misc fish,1,1,0.412771614,
2022,Misc fish,1,1,3.156900001,
2022,Other osmerids,1,1,0.012110027,
2022,Other osmerids,1,1,0.000498056,
2022,Other osmerids,1,1,0.001081913,
2022,Pandalid shrimp,1,1,0.007987968,
2022,Pandalid shrimp,1,1,0.017352042,
2022,Pandalid shrimp,1,1,0.00051,
2022,Sculpin,1,1,0.08156,
2022,Sculpin,1,1,0.60586,
2022,Sculpin,1,1,0.7192,
2022,Scypho jellies,1,1,0.026069644,
2022,Scypho jellies,1,1,0.056630364,
2022,Scypho jellies,1,1,0.012749998,
2022,Sea star,1,1,0.038549975,
2022,Sea star,1,1,0.018360036,
2022,Sea star,1,1,0.00114429,
2022,Sea star,1,1,0.002485709,
2022,Smelt (Family Osmeridae),1,1,0.02629,
2022,Smelt (Family Osmeridae),1,1,0.00164,
2022,Smelt (Family Osmeridae),1,1,0.00212,
2022,Snails,1,1,0.00434999,
2022,Sponge unidentified,1,1,0.004209999,
2022,Squid,1,1,7.26648,
2022,Squid,1,1,0.25375,
2022,Squid,1,1,0.16875,
2022,Squid,1,1,0.02905,
2022,urchins dollars cucumbers,1,1,0.003980015,
2022,urchins dollars cucumbers,1,1,0.002769955,
2022,Benthic urochordata,1,1,0.298890009,
2022,Brittle star unidentified,1,1,0.002410006,
2022,Giant Grenadier,1,1,0.04522,
2022,Greenlings,1,1,0.016509442,
2022,Greenlings,1,1,0.247040523,
2022,Hermit crab unidentified,1,1,0.000175397,
2022,Hermit crab unidentified,1,1,0.002624574,
2022,Misc crabs,1,1,0.001353176,
2022,Misc crabs,1,1,0.000436815,
2022,Misc fish,1,1,0.455120043,
2022,Misc fish,1,1,6.81022995,
2022,Misc fish,1,1,0.522120007,
2022,Other osmerids,1,1,0.000367712,
2022,Other osmerids,1,1,0.005502284,
2022,Pandalid shrimp,1,1,0.000910003,
2022,Sculpin,1,1,0.03229,
2022,Sculpin,1,1,0.72403,
2022,Sculpin,1,1,0.38119,
2022,Scypho jellies,1,1,0.025967502,
2022,Scypho jellies,1,1,0.008382493,
2022,Sea anemone unidentified,1,1,0.00232529,
2022,Sea anemone unidentified,1,1,0.034794688,
2022,Sea anemone unidentified,1,1,0.052650007,
2022,Sea star,1,1,0.003554335,
2022,Sea star,1,1,0.031716756,
2022,Sea star,1,1,0.05318562,
2022,Sea star,1,1,0.066830009,
2022,Snails,1,1,0.022243893,
2022,Snails,1,1,0.002369993,
2022,Sponge unidentified,1,1,0.113779997,
2022,Squid,1,1,0.75508,
2022,Squid,1,1,0.89144,
2022,Squid,1,1,0.43314,
2022,State-managed Rockfish,1,1,0.005785663,
2022,State-managed Rockfish,1,1,0.04659781,
2022,State-managed Rockfish,1,1,0.086574299,
2022,State-managed Rockfish,1,1,1.523689998,
2022,urchins dollars cucumbers,1,1,0.00061233,
2022,urchins dollars cucumbers,1,1,0.000197665,
2022,urchins dollars cucumbers,1,1,0.000749991,
2022,Benthic urochordata,1,1,3.096829975,
2022,Brittle star unidentified,1,1,0.010229971,
2022,Corals Bryozoans - Corals Bryozoans Unidentified,1,1,0.004811901,
2022,Corals Bryozoans - Corals Bryozoans Unidentified,1,1,0.035309993,
2022,Corals Bryozoans - Corals Bryozoans Unidentified,1,1,0.005308095,
2022,Corals Bryozoans - Corals Bryozoans Unidentified,1,1,0.000790019,
2022,Eelpouts,1,1,0.000559988,
2022,Giant Grenadier,1,1,0.85901,
2022,Greenlings,1,1,0.256904046,
2022,Greenlings,1,1,0.048299993,
2022,Greenlings,1,1,0.02121595,
2022,Greenlings,1,1,0.831209975,
2022,Hermit crab unidentified,1,1,0.000559988,
2022,Misc crabs,1,1,0.001814684,
2022,Misc crabs,1,1,0.000845312,
2022,Misc crabs,1,1,0.003370028,
2022,Misc crustaceans,1,1,0.000885089,
2022,Misc crustaceans,1,1,0.01579491,
2022,Misc fish,1,1,0.203901872,
2022,Misc fish,1,1,0.002408202,
2022,Misc fish,1,1,0.001121783,
2022,Misc fish,1,1,0.626078132,
2022,Misc fish,1,1,3.282830002,
2022,Pandalid shrimp,1,1,0.008649992,
2022,Sculpin,1,1,0.83504,
2022,Sculpin,1,1,0.25857,
2022,Sculpin,1,1,0.10699,
2022,Sculpin,1,1,1.28824,
2022,Scypho jellies,1,1,0.100079989,
2022,Scypho jellies,1,1,0.059741378,
2022,Scypho jellies,1,1,0.027828595,
2022,Sea anemone unidentified,1,1,0.006807789,
2022,Sea anemone unidentified,1,1,0.000562209,
2022,Sea anemone unidentified,1,1,0.24187999,
2022,Sea pens whips,1,1,0.000739997,
2022,Sea star,1,1,0.015476878,
2022,Sea star,1,1,0.015109985,
2022,Sea star,1,1,0.000511679,
2022,Sea star,1,1,0.000238349,
2022,Sea star,1,1,0.007103122,
2022,Sea star,1,1,0.133309975,
2022,Smelt (Family Osmeridae),1,1,0.00012,
2022,Snails,1,1,0.027351248,
2022,Snails,1,1,0.002258753,
2022,Snails,1,1,0.01970001,
2022,Sponge unidentified,1,1,0.086021751,
2022,Sponge unidentified,1,1,0.157658256,
2022,Sponge unidentified,1,1,0.400350005,
2022,Squid,1,1,0.1612,
2022,Squid,1,1,1.89024,
2022,Squid,1,1,0.10231,
2022,Squid,1,1,0.01042,
2022,Squid,1,1,0.04945,
2022,Squid,1,1,2.60729,
2022,State-managed Rockfish,1,1,1.919817111,
2022,State-managed Rockfish,1,1,0.242252887,
2022,State-managed Rockfish,1,1,5.968539978,
2022,Stichaeidae,1,1,0.00074,
2022,urchins dollars cucumbers,1,1,0.007722263,
2022,urchins dollars cucumbers,1,1,0.000637729,
2022,urchins dollars cucumbers,1,1,0.015889974,
2022,Benthic urochordata,1,1,0.066010001,
2022,Benthic urochordata,1,1,0.12399,
2022,Corals Bryozoans - Corals Bryozoans Unidentified,1,1,0.189820027,
2022,Corals Bryozoans - Corals Bryozoans Unidentified,1,1,0.008669993,
2022,Giant Grenadier,1,1,0.77544,
2022,Greenlings,1,1,0.271209975,
2022,Greenlings,1,1,0.017469945,
2022,Misc fish,1,1,1.039129955,
2022,Misc fish,1,1,0.787884194,
2022,Pandalid shrimp,1,1,0.00645143,
2022,Pandalid shrimp,1,1,0.0015,
2022,Sculpin,1,1,4.14323,
2022,Sculpin,1,1,6.78245,
2022,Sculpin,1,1,0.00407,
2022,Scypho jellies,1,1,0.001243888,
2022,Sea anemone unidentified,1,1,0.175289976,
2022,Sea star,1,1,0.118620028,
2022,Sea star,1,1,0.014183921,
2022,Sea star,1,1,0.013000001,
2022,Snails,1,1,0.002877607,
2022,Sponge unidentified,1,1,4.383069992,
2022,Sponge unidentified,1,1,0.071467178,
2022,Sponge unidentified,1,1,0.030000001,
2022,Squid,1,1,0.26277,
2022,Squid,1,1,1.77606,
2022,Squid,1,1,0.15899,
2022,State-managed Rockfish,1,1,0.279010014,
2022,State-managed Rockfish,1,1,3.462255169,
2022,urchins dollars cucumbers,1,1,0.009159984,
2022,urchins dollars cucumbers,1,1,0.009134121,
2022,urchins dollars cucumbers,1,1,0.005000001,
2022,Benthic urochordata,1,1,0.01026,
2022,Corals Bryozoans - Corals Bryozoans Unidentified,1,1,0.006030001,
2022,Greenlings,1,1,0.01354,
2022,Greenlings,1,1,0.088839976,
2022,Misc fish,1,1,0.01307,
2022,Misc fish,1,1,0.322379985,
2022,Sculpin,1,1,0.71313,
2022,Sculpin,1,1,3.36894,
2022,Scypho jellies,1,1,0.001340001,
2022,Sea anemone unidentified,1,1,0.02825,
2022,Sea star,1,1,0.004859999,
2022,Sea star,1,1,0.068389983,
2022,Snails,1,1,0.003519976,
2022,Sponge unidentified,1,1,0.370609999,
2022,Squid,1,1,0.36018,
2022,Squid,1,1,0.04827,
2022,State-managed Rockfish,1,1,0.319120001,
2022,State-managed Rockfish,1,1,1.557760023,
2022,Benthic urochordata,1,1,0.035299986,
2022,Corals Bryozoans - Corals Bryozoans Unidentified,1,1,0.003769991,
2022,Greenlings,1,1,0.032249998,
2022,Misc fish,1,1,3.355879986,
2022,Misc fish,1,1,1.84041998,
2022,Misc inverts (worms etc),1,1,0.000900006,
2022,Sculpin,1,1,0.68963,
2022,Sculpin,1,1,0.04394,
2022,Sculpin,1,1,2.94202,
2022,Scypho jellies,1,1,0.005830022,
2022,Scypho jellies,1,1,0.001800007,
2022,Sea anemone unidentified,1,1,0.002630007,
2022,Sea star,1,1,0.002769987,
2022,Sea star,1,1,0.00759,
2022,Snails,1,1,0.001049994,
2022,Sponge unidentified,1,1,0.065590004,
2022,Squid,1,1,0.003175147,
2022,Squid,1,1,0.22715,
2022,State-managed Rockfish,1,1,0.51188002,
2022,urchins dollars cucumbers,1,1,0.001060001,
2022,Benthic urochordata,1,1,0.00058158,
2022,Benthic urochordata,1,1,0.00021841,
2022,Benthic urochordata,1,1,0.033409989,
2022,Brittle star unidentified,1,1,0.002190029,
2022,Corals Bryozoans - Corals Bryozoans Unidentified,1,1,0.033900005,
2022,Giant Grenadier,1,1,0.32765,
2022,Giant Grenadier,1,1,0.31994875,
2022,Giant Grenadier,1,1,3.028168602,
2022,Greenlings,1,1,0.055919606,
2022,Greenlings,1,1,0.063600636,
2022,Greenlings,1,1,0.021000385,
2022,Greenlings,1,1,0.221610001,
2022,Grenadier - Rattail Grenadier Unidentified,1,1,0.128820233,
2022,Grenadier - Rattail Grenadier Unidentified,1,1,0.039462536,
2022,Hermit crab unidentified,1,1,0.000850576,
2022,Hermit crab unidentified,1,1,0.000319431,
2022,Misc fish,1,1,0.970134517,
2022,Misc fish,1,1,0.626473607,
2022,Misc fish,1,1,0.381985466,
2022,Misc fish,1,1,5.892259994,
2022,Pandalid shrimp,1,1,0.000980804,
2022,Pandalid shrimp,1,1,0.0004792,
2022,Pandalid shrimp,1,1,0.002350027,
2022,Polychaete unidentified,1,1,0.000610026,
2022,Sculpin,1,1,1.129415,
2022,Sculpin,1,1,0.31785,
2022,Sculpin,1,1,6.15105,
2022,Scypho jellies,1,1,0.013068222,
2022,Scypho jellies,1,1,0.006011793,
2022,Scypho jellies,1,1,0.061023206,
2022,Scypho jellies,1,1,0.013370021,
2022,Sea anemone unidentified,1,1,0.048680024,
2022,Sea star,1,1,0.002479028,
2022,Sea star,1,1,0.004797501,
2022,Sea star,1,1,0.000930989,
2022,Sea star,1,1,0.01466001,
2022,Snails,1,1,0.002237152,
2022,Sponge unidentified,1,1,0.132800028,
2022,Squid,1,1,0.41556,
2022,Squid,1,1,1.7286525,
2022,Squid,1,1,0.74988,
2022,State-managed Rockfish,1,1,10.99411997,
2022,urchins dollars cucumbers,1,1,0.005380455,
2022,urchins dollars cucumbers,1,1,0.002339529,
2022,urchins dollars cucumbers,1,1,0.001289999,
2022,Benthic urochordata,1,1,0.008410004,
2022,Bivalves,1,1,0.000170003,
2022,Brittle star unidentified,1,1,0.004109995,
2022,Corals Bryozoans - Corals Bryozoans Unidentified,1,1,0.000170003,
2022,Giant Grenadier,1,1,0.59546,
2022,Greenlings,1,1,0.068639987,
2022,Greenlings,1,1,0.58168,
2022,Misc crabs,1,1,0.004270015,
2022,Misc crabs,1,1,0.009770001,
2022,Misc fish,1,1,0.389260008,
2022,Misc fish,1,1,2.383119992,
2022,Misc inverts (worms etc),1,1,0.00069,
2022,Pandalid shrimp,1,1,0.000149982,
2022,Sculpin,1,1,0.34705,
2022,Sculpin,1,1,0.014061364,
