year,performance,specimen_type,join_key,haul_join,port_join,species,fmp_gear,fmp_area,fmp_subarea,age,length,weight,gear_type,haul_seq
1998,NA,1,82250,NA,82250,303,TRW,GOA,CG,15,40,0.99,NA,NA
1998,NA,1,82250,NA,82250,303,TRW,GOA,CG,17,41,0.89,NA,NA
1998,NA,1,82250,NA,82250,303,TRW,GOA,CG,23,41,0.92,NA,NA
1998,NA,1,82250,NA,82250,303,TRW,GOA,CG,23,41,0.98,NA,NA
1998,NA,1,82250,NA,82250,303,TRW,GOA,CG,15,41,1.01,NA,NA
1998,NA,1,82250,NA,82250,303,TRW,GOA,CG,14,41,1.04,NA,NA
1998,NA,1,82250,NA,82250,303,TRW,GOA,CG,21,42,1.08,NA,NA
1998,NA,1,82250,NA,82250,303,TRW,GOA,CG,26,43,0.97,NA,NA
1998,NA,1,82250,NA,82250,303,TRW,GOA,CG,16,37,0.69,NA,NA
1998,NA,1,82250,NA,82250,303,TRW,GOA,CG,8,32,0.45,NA,NA
1998,NA,1,82250,NA,82250,303,TRW,GOA,CG,10,35,0.62,NA,NA
1998,NA,1,82250,NA,82250,303,TRW,GOA,CG,25,37,0.76,NA,NA
1998,NA,1,82250,NA,82250,303,TRW,GOA,CG,13,38,0.74,NA,NA
1998,NA,1,82250,NA,82250,303,TRW,GOA,CG,14,38,0.77,NA,NA
1998,NA,1,82283,NA,82283,303,TRW,GOA,CG,15,36,0.67,NA,NA
1998,NA,1,82283,NA,82283,303,TRW,GOA,CG,25,36,0.71,NA,NA
1998,NA,1,82283,NA,82283,303,TRW,GOA,CG,15,37,0.7,NA,NA
1998,NA,1,82283,NA,82283,303,TRW,GOA,CG,24,37,0.75,NA,NA
1998,NA,1,82283,NA,82283,303,TRW,GOA,CG,12,37,0.79,NA,NA
1998,NA,1,82283,NA,82283,303,TRW,GOA,CG,24,38,0.79,NA,NA
1998,NA,1,82283,NA,82283,303,TRW,GOA,CG,18,38,0.8,NA,NA
1998,NA,1,82283,NA,82283,303,TRW,GOA,CG,28,38,0.84,NA,NA
1998,NA,1,82283,NA,82283,303,TRW,GOA,CG,27,39,0.78,NA,NA
1998,NA,1,82283,NA,82283,303,TRW,GOA,CG,17,35,0.67,NA,NA
1998,NA,1,82283,NA,82283,303,TRW,GOA,CG,12,35,0.68,NA,NA
1998,NA,1,82283,NA,82283,303,TRW,GOA,CG,27,36,0.65,NA,NA
1998,NA,1,82283,NA,82283,303,TRW,GOA,CG,31,36,0.65,NA,NA
1998,NA,1,82283,NA,82283,303,TRW,GOA,CG,30,39,0.87,NA,NA
1998,NA,1,82283,NA,82283,303,TRW,GOA,CG,21,40,0.9,NA,NA
1998,NA,1,82283,NA,82283,303,TRW,GOA,CG,37,40,1,NA,NA
1998,NA,1,82283,NA,82283,303,TRW,GOA,CG,26,41,0.96,NA,NA
1998,NA,1,82254,NA,82254,303,TRW,GOA,CG,26,36,0.61,NA,NA
1998,NA,1,82254,NA,82254,303,TRW,GOA,CG,15,36,0.64,NA,NA
1998,NA,1,82254,NA,82254,303,TRW,GOA,CG,21,36,0.7,NA,NA
1998,NA,1,82254,NA,82254,303,TRW,GOA,CG,11,36,0.78,NA,NA
1998,NA,1,82254,NA,82254,303,TRW,GOA,CG,12,37,0.63,NA,NA
1998,NA,1,82254,NA,82254,303,TRW,GOA,CG,13,37,0.64,NA,NA
1998,NA,1,82254,NA,82254,303,TRW,GOA,CG,19,38,0.78,NA,NA
1998,NA,1,82254,NA,82254,303,TRW,GOA,CG,11,38,0.81,NA,NA
1998,NA,1,82254,NA,82254,303,TRW,GOA,CG,16,38,0.82,NA,NA
1998,NA,1,82254,NA,82254,303,TRW,GOA,CG,12,38,0.84,NA,NA
1998,NA,1,82254,NA,82254,303,TRW,GOA,CG,16,39,1.01,NA,NA
1998,NA,1,82254,NA,82254,303,TRW,GOA,CG,12,37,0.69,NA,NA
1998,NA,1,82254,NA,82254,303,TRW,GOA,CG,8,30,0.44,NA,NA
1998,NA,1,82254,NA,82254,303,TRW,GOA,CG,8,33,0.62,NA,NA
1998,NA,1,82254,NA,82254,303,TRW,GOA,CG,8,34,0.64,NA,NA
1998,NA,1,82254,NA,82254,303,TRW,GOA,CG,10,34,0.69,NA,NA
1998,NA,1,82254,NA,82254,303,TRW,GOA,CG,12,35,0.59,NA,NA
1998,NA,1,82254,NA,82254,303,TRW,GOA,CG,8,35,0.66,NA,NA
1998,NA,1,82254,NA,82254,303,TRW,GOA,CG,10,35,0.72,NA,NA
1998,NA,1,82254,NA,82254,303,TRW,GOA,CG,15,38,0.73,NA,NA
1998,NA,1,82286,NA,82286,303,TRW,GOA,CG,30,36,0.71,NA,NA
1998,NA,1,82286,NA,82286,303,TRW,GOA,CG,19,37,0.64,NA,NA
1998,NA,1,82286,NA,82286,303,TRW,GOA,CG,26,37,0.68,NA,NA
1998,NA,1,82286,NA,82286,303,TRW,GOA,CG,29,37,0.73,NA,NA
1998,NA,1,82286,NA,82286,303,TRW,GOA,CG,30,37,0.76,NA,NA
1998,NA,1,82286,NA,82286,303,TRW,GOA,CG,24,38,0.76,NA,NA
1998,NA,1,82286,NA,82286,303,TRW,GOA,CG,14,38,0.77,NA,NA
1998,NA,1,82286,NA,82286,303,TRW,GOA,CG,29,38,0.78,NA,NA
1998,NA,1,82286,NA,82286,303,TRW,GOA,CG,26,38,0.81,NA,NA
1998,NA,1,82286,NA,82286,303,TRW,GOA,CG,22,39,0.79,NA,NA
1998,NA,1,82286,NA,82286,303,TRW,GOA,CG,29,34,0.55,NA,NA
1998,NA,1,82286,NA,82286,303,TRW,GOA,CG,29,34,0.57,NA,NA
1998,NA,1,82252,NA,82252,303,TRW,GOA,CG,13,36,0.71,NA,NA
1998,NA,1,82252,NA,82252,303,TRW,GOA,CG,21,41,0.81,NA,NA
1998,NA,1,82252,NA,82252,303,TRW,GOA,CG,13,37,0.74,NA,NA
1998,NA,1,82252,NA,82252,303,TRW,GOA,CG,8,31,0.44,NA,NA
1998,NA,1,82252,NA,82252,303,TRW,GOA,CG,7,31,0.47,NA,NA
1998,NA,1,82252,NA,82252,303,TRW,GOA,CG,9,32,0.5,NA,NA
1998,NA,1,82252,NA,82252,303,TRW,GOA,CG,9,34,0.64,NA,NA
1998,NA,1,82252,NA,82252,303,TRW,GOA,CG,10,35,0.57,NA,NA
1998,NA,1,82252,NA,82252,303,TRW,GOA,CG,14,37,0.77,NA,NA
1998,NA,1,82252,NA,82252,303,TRW,GOA,CG,20,38,0.72,NA,NA
1998,NA,1,79927,NA,79927,303,TRW,GOA,CG,9,34,0.7,NA,NA
1998,NA,1,79927,NA,79927,303,TRW,GOA,CG,11,35,1,NA,NA
1998,NA,1,79927,NA,79927,303,TRW,GOA,CG,24,39,1.1,NA,NA
1998,NA,1,79927,NA,79927,303,TRW,GOA,CG,17,39,1.1,NA,NA
1998,NA,1,79927,NA,79927,303,TRW,GOA,CG,22,39,1.1,NA,NA
1998,NA,1,79927,NA,79927,303,TRW,GOA,CG,27,39,1.1,NA,NA
1998,NA,1,79927,NA,79927,303,TRW,GOA,CG,14,39,1.2,NA,NA
1998,NA,1,79927,NA,79927,303,TRW,GOA,CG,15,40,1.2,NA,NA
1998,NA,1,79927,NA,79927,303,TRW,GOA,CG,15,40,1.3,NA,NA
1998,NA,1,79927,NA,79927,303,TRW,GOA,CG,15,43,1.4,NA,NA
1998,NA,1,79920,NA,79920,303,TRW,GOA,CG,14,34,0.8,NA,NA
1998,NA,1,79920,NA,79920,303,TRW,GOA,CG,13,35,0.7,NA,NA
1998,NA,1,79920,NA,79920,303,TRW,GOA,CG,21,37,0.9,NA,NA
1998,NA,1,79920,NA,79920,303,TRW,GOA,CG,13,38,0.9,NA,NA
1998,NA,1,79920,NA,79920,303,TRW,GOA,CG,11,38,1,NA,NA
1998,NA,1,79920,NA,79920,303,TRW,GOA,CG,16,40,1,NA,NA
1998,NA,1,79920,NA,79920,303,TRW,GOA,CG,22,40,1,NA,NA
1998,NA,1,79920,NA,79920,303,TRW,GOA,CG,16,40,1,NA,NA
1998,NA,1,79920,NA,79920,303,TRW,GOA,CG,13,41,1,NA,NA
1998,NA,1,79922,NA,79922,303,TRW,GOA,CG,8,32,0.6,NA,NA
1998,NA,1,79922,NA,79922,303,TRW,GOA,CG,29,37,1,NA,NA
1998,NA,1,79922,NA,79922,303,TRW,GOA,CG,9,38,1,NA,NA
1998,NA,1,79922,NA,79922,303,TRW,GOA,CG,15,38,1,NA,NA
1998,NA,1,79922,NA,79922,303,TRW,GOA,CG,30,38,1,NA,NA
1998,NA,1,79922,NA,79922,303,TRW,GOA,CG,11,38,1,NA,NA
1998,NA,1,79922,NA,79922,303,TRW,GOA,CG,18,39,1,NA,NA
1998,NA,1,79922,NA,79922,303,TRW,GOA,CG,15,39,1.1,NA,NA
1998,NA,1,79922,NA,79922,303,TRW,GOA,CG,38,40,1.1,NA,NA
1998,NA,1,79922,NA,79922,303,TRW,GOA,CG,14,40,1.1,NA,NA
1998,NA,1,79922,NA,79922,303,TRW,GOA,CG,17,40,1.2,NA,NA
1998,NA,1,79922,NA,79922,303,TRW,GOA,CG,17,40,1.3,NA,NA
1998,NA,1,79922,NA,79922,303,TRW,GOA,CG,14,41,1.2,NA,NA
1998,NA,1,79922,NA,79922,303,TRW,GOA,CG,18,41,1.2,NA,NA
1998,NA,1,79922,NA,79922,303,TRW,GOA,CG,14,41,1.3,NA,NA
1998,NA,1,79922,NA,79922,303,TRW,GOA,CG,16,41,1.3,NA,NA
1998,NA,1,79922,NA,79922,303,TRW,GOA,CG,26,42,1.2,NA,NA
1998,NA,1,79922,NA,79922,303,TRW,GOA,CG,17,42,1.3,NA,NA
1998,NA,1,79922,NA,79922,303,TRW,GOA,CG,19,43,1.3,NA,NA
1998,NA,1,79922,NA,79922,303,TRW,GOA,CG,24,45,1.5,NA,NA
1998,NA,1,82250,NA,82250,303,TRW,GOA,CG,10,36,0.63,NA,NA
1998,NA,1,82250,NA,82250,303,TRW,GOA,CG,12,36,0.67,NA,NA
1998,NA,1,82250,NA,82250,303,TRW,GOA,CG,12,36,0.75,NA,NA
1998,NA,1,82250,NA,82250,303,TRW,GOA,CG,12,39,0.8,NA,NA
1998,NA,1,82250,NA,82250,303,TRW,GOA,CG,23,40,0.94,NA,NA
1998,1,1,982567,982567,NA,303,TRW,GOA,CG,16,39,0.95,1,NA
1998,1,1,982567,982567,NA,303,TRW,GOA,CG,26,41,1,1,NA
1998,1,1,982574,982574,NA,303,TRW,GOA,CG,12,35,0.65,1,NA
1998,1,1,982574,982574,NA,303,TRW,GOA,CG,15,35,0.65,1,NA
1998,1,1,982574,982574,NA,303,TRW,GOA,CG,12,35,0.7,1,NA
1998,1,1,982574,982574,NA,303,TRW,GOA,CG,11,36,0.7,1,NA
1998,1,1,982574,982574,NA,303,TRW,GOA,CG,13,37,0.8,1,NA
1998,1,1,982574,982574,NA,303,TRW,GOA,CG,14,37,0.85,1,NA
1998,1,1,982574,982574,NA,303,TRW,GOA,CG,12,39,0.85,1,NA
1998,1,1,982574,982574,NA,303,TRW,GOA,CG,15,39,0.9,1,NA
1998,1,1,982574,982574,NA,303,TRW,GOA,CG,14,39,0.9,1,NA
1998,1,1,982574,982574,NA,303,TRW,GOA,CG,25,39,0.9,1,NA
1998,1,1,982569,982569,NA,303,TRW,GOA,CG,15,36,0.65,1,NA
1998,1,1,982569,982569,NA,303,TRW,GOA,CG,10,36,0.7,1,NA
1998,1,1,982569,982569,NA,303,TRW,GOA,CG,12,36,0.7,1,NA
1998,1,1,982569,982569,NA,303,TRW,GOA,CG,11,36,0.7,1,NA
1998,1,1,982569,982569,NA,303,TRW,GOA,CG,15,36,0.75,1,NA
1998,1,1,982569,982569,NA,303,TRW,GOA,CG,16,38,0.85,1,NA
1998,1,1,982569,982569,NA,303,TRW,GOA,CG,29,38,0.85,1,NA
1998,1,1,982569,982569,NA,303,TRW,GOA,CG,13,39,0.9,1,NA
1998,1,1,982569,982569,NA,303,TRW,GOA,CG,38,39,0.9,1,NA
1998,1,1,982569,982569,NA,303,TRW,GOA,CG,21,40,0.95,1,NA
1998,1,1,983569,983569,NA,303,TRW,GOA,CG,24,40,1.1,1,NA
1998,1,1,983569,983569,NA,303,TRW,GOA,CG,23,42,0.9,1,NA
1998,1,1,983569,983569,NA,303,TRW,GOA,CG,25,44,0.98,1,NA
1998,1,1,983569,983569,NA,303,TRW,GOA,CG,15,37,0.75,1,NA
1998,1,1,983579,983579,NA,303,TRW,GOA,CG,19,35,0.66,1,NA
1998,1,1,983570,983570,NA,303,TRW,GOA,CG,12,34,0.55,1,NA
1998,1,1,983570,983570,NA,303,TRW,GOA,CG,13,35,0.65,1,NA
1998,1,1,983570,983570,NA,303,TRW,GOA,CG,13,37,0.71,1,NA
1998,1,1,983570,983570,NA,303,TRW,GOA,CG,13,37,0.81,1,NA
1998,1,1,983570,983570,NA,303,TRW,GOA,CG,16,39,0.65,1,NA
1998,1,1,983570,983570,NA,303,TRW,GOA,CG,22,41,1.2,1,NA
1998,1,1,979630,979630,NA,303,TRW,GOA,CG,32,35,0.65,1,NA
1998,1,1,979630,979630,NA,303,TRW,GOA,CG,12,36,0.7,1,NA
1998,1,1,979630,979630,NA,303,TRW,GOA,CG,40,36,0.7,1,NA
1998,1,1,979630,979630,NA,303,TRW,GOA,CG,22,36,0.72,1,NA
1998,1,1,979630,979630,NA,303,TRW,GOA,CG,13,37,0.7,1,NA
1998,1,1,979630,979630,NA,303,TRW,GOA,CG,16,38,0.8,1,NA
1998,1,1,979630,979630,NA,303,TRW,GOA,CG,26,39,0.8,1,NA
1998,1,1,979630,979630,NA,303,TRW,GOA,CG,14,39,0.85,1,NA
1998,1,1,979630,979630,NA,303,TRW,GOA,CG,28,40,0.87,1,NA
1998,1,1,979630,979630,NA,303,TRW,GOA,CG,16,40,0.95,1,NA
1998,1,1,983562,983562,NA,303,TRW,GOA,CG,22,39,0.91,1,NA
1998,1,1,982582,982582,NA,303,TRW,GOA,CG,17,36,0.6,1,NA
1998,1,1,982582,982582,NA,303,TRW,GOA,CG,11,36,0.65,1,NA
1998,1,1,982582,982582,NA,303,TRW,GOA,CG,13,36,0.65,1,NA
1998,1,1,982582,982582,NA,303,TRW,GOA,CG,13,37,0.7,1,NA
1998,1,1,982582,982582,NA,303,TRW,GOA,CG,14,37,0.7,1,NA
1998,1,1,982582,982582,NA,303,TRW,GOA,CG,16,37,0.75,1,NA
1998,1,1,982582,982582,NA,303,TRW,GOA,CG,12,37,0.75,1,NA
1998,1,1,982582,982582,NA,303,TRW,GOA,CG,33,37,0.8,1,NA
1998,1,1,982582,982582,NA,303,TRW,GOA,CG,22,38,0.75,1,NA
1998,1,1,982582,982582,NA,303,TRW,GOA,CG,17,38,0.75,1,NA
1998,1,1,982582,982582,NA,303,TRW,GOA,CG,14,38,0.8,1,NA
1998,1,1,982582,982582,NA,303,TRW,GOA,CG,14,38,0.85,1,NA
1998,1,1,982582,982582,NA,303,TRW,GOA,CG,12,38,0.85,1,NA
1998,1,1,982582,982582,NA,303,TRW,GOA,CG,18,39,0.9,1,NA
1998,1,1,982582,982582,NA,303,TRW,GOA,CG,18,39,0.9,1,NA
1998,1,1,982582,982582,NA,303,TRW,GOA,CG,25,40,0.95,1,NA
1998,1,1,982582,982582,NA,303,TRW,GOA,CG,20,43,1.1,1,NA
1998,1,1,982582,982582,NA,303,TRW,GOA,CG,13,34,0.6,1,NA
1998,1,1,982582,982582,NA,303,TRW,GOA,CG,13,35,0.6,1,NA
1998,1,1,982582,982582,NA,303,TRW,GOA,CG,9,35,0.65,1,NA
1998,1,1,983292,983292,NA,303,TRW,GOA,CG,8,32,0.4,1,NA
1998,1,1,983292,983292,NA,303,TRW,GOA,CG,11,36,0.65,1,NA
1998,1,1,983292,983292,NA,303,TRW,GOA,CG,14,37,0.7,1,NA
1998,1,1,983292,983292,NA,303,TRW,GOA,CG,29,39,0.8,1,NA
1998,1,1,983292,983292,NA,303,TRW,GOA,CG,18,39,0.8,1,NA
1998,1,1,983292,983292,NA,303,TRW,GOA,CG,14,39,0.85,1,NA
1998,1,1,983564,983564,NA,303,TRW,GOA,CG,13,34,0.5,1,NA
1998,1,1,983564,983564,NA,303,TRW,GOA,CG,38,36,0.6,1,NA
1998,1,1,983564,983564,NA,303,TRW,GOA,CG,15,36,0.72,1,NA
1998,1,1,983564,983564,NA,303,TRW,GOA,CG,13,37,0.7,1,NA
1998,1,1,983564,983564,NA,303,TRW,GOA,CG,22,39,NA,1,NA
1998,1,1,983564,983564,NA,303,TRW,GOA,CG,19,40,0.8,1,NA
1998,1,1,983564,983564,NA,303,TRW,GOA,CG,16,37,0.72,1,NA
1998,1,1,983564,983564,NA,303,TRW,GOA,CG,13,37,0.72,1,NA
1998,1,1,982567,982567,NA,303,TRW,GOA,CG,11,34,0.55,1,NA
1998,1,1,982567,982567,NA,303,TRW,GOA,CG,12,36,0.7,1,NA
1998,1,1,982567,982567,NA,303,TRW,GOA,CG,14,36,0.75,1,NA
1998,1,1,982567,982567,NA,303,TRW,GOA,CG,13,37,0.7,1,NA
1998,1,1,982567,982567,NA,303,TRW,GOA,CG,14,37,0.75,1,NA
1998,1,1,982567,982567,NA,303,TRW,GOA,CG,23,38,0.75,1,NA
1998,1,1,982567,982567,NA,303,TRW,GOA,CG,25,38,0.85,1,NA
1998,1,1,982567,982567,NA,303,TRW,GOA,CG,14,39,0.85,1,NA
1998,1,1,979639,979639,NA,303,TRW,GOA,CG,13,33,0.55,1,NA
1998,1,1,979639,979639,NA,303,TRW,GOA,CG,10,33,0.57,1,NA
1998,1,1,979639,979639,NA,303,TRW,GOA,CG,9,33,0.6,1,NA
1998,1,1,979639,979639,NA,303,TRW,GOA,CG,12,35,0.62,1,NA
1998,1,1,979639,979639,NA,303,TRW,GOA,CG,13,35,0.62,1,NA
1998,1,1,979639,979639,NA,303,TRW,GOA,CG,11,35,0.7,1,NA
1998,1,1,979639,979639,NA,303,TRW,GOA,CG,25,39,0.85,1,NA
1998,1,1,979639,979639,NA,303,TRW,GOA,CG,16,40,0.8,1,NA
1998,1,1,979639,979639,NA,303,TRW,GOA,CG,11,39,0.8,1,NA
1998,1,1,982556,982556,NA,303,TRW,GOA,CG,11,35,0.6,1,NA
1998,1,1,982556,982556,NA,303,TRW,GOA,CG,13,36,0.6,1,NA
1998,1,1,982556,982556,NA,303,TRW,GOA,CG,14,36,0.65,1,NA
1998,1,1,982556,982556,NA,303,TRW,GOA,CG,11,36,0.65,1,NA
1998,1,1,982556,982556,NA,303,TRW,GOA,CG,32,37,0.7,1,NA
1998,1,1,982556,982556,NA,303,TRW,GOA,CG,14,38,0.75,1,NA
1998,1,1,982556,982556,NA,303,TRW,GOA,CG,18,38,0.75,1,NA
1998,1,1,982556,982556,NA,303,TRW,GOA,CG,19,38,0.8,1,NA
1998,1,1,982556,982556,NA,303,TRW,GOA,CG,32,39,0.75,1,NA
1998,1,1,982556,982556,NA,303,TRW,GOA,CG,20,39,0.75,1,NA
1998,1,1,982556,982556,NA,303,TRW,GOA,CG,22,39,0.9,1,NA
1998,1,1,979633,979633,NA,303,TRW,GOA,CG,14,34,0.6,1,NA
1998,1,1,979633,979633,NA,303,TRW,GOA,CG,15,35,0.65,1,NA
1998,1,1,979633,979633,NA,303,TRW,GOA,CG,20,36,0.7,1,NA
1998,1,1,979633,979633,NA,303,TRW,GOA,CG,16,36,0.75,1,NA
1998,1,1,979633,979633,NA,303,TRW,GOA,CG,17,37,0.75,1,NA
1998,1,1,979633,979633,NA,303,TRW,GOA,CG,14,37,0.75,1,NA
1998,1,1,979633,979633,NA,303,TRW,GOA,CG,18,38,0.7,1,NA
1998,1,1,979633,979633,NA,303,TRW,GOA,CG,18,38,0.85,1,NA
1998,1,1,979633,979633,NA,303,TRW,GOA,CG,30,40,0.82,1,NA
1998,1,1,979633,979633,NA,303,TRW,GOA,CG,21,40,0.95,1,NA
1998,1,1,983290,983290,NA,303,TRW,GOA,CG,21,37,0.7,1,NA
1998,1,1,983290,983290,NA,303,TRW,GOA,CG,21,38,0.7,1,NA
1998,1,1,983290,983290,NA,303,TRW,GOA,CG,21,38,0.75,1,NA
1998,1,1,983290,983290,NA,303,TRW,GOA,CG,22,39,0.75,1,NA
1998,1,1,983290,983290,NA,303,TRW,GOA,CG,21,39,0.8,1,NA
1998,1,1,983290,983290,NA,303,TRW,GOA,CG,22,39,0.8,1,NA
1998,1,1,983567,983567,NA,303,TRW,GOA,CG,16,36,0.68,1,NA
1998,1,1,983567,983567,NA,303,TRW,GOA,CG,16,38,0.78,1,NA
1998,1,1,983567,983567,NA,303,TRW,GOA,CG,14,39,0.82,1,NA
1998,1,1,983567,983567,NA,303,TRW,GOA,CG,16,39,0.82,1,NA
1998,1,1,983567,983567,NA,303,TRW,GOA,CG,16,39,0.83,1,NA
1998,1,1,983567,983567,NA,303,TRW,GOA,CG,15,40,0.82,1,NA
1998,1,1,982577,982577,NA,303,TRW,GOA,CG,15,35,0.65,1,NA
1998,1,1,982577,982577,NA,303,TRW,GOA,CG,12,37,0.7,1,NA
1998,1,1,982577,982577,NA,303,TRW,GOA,CG,16,37,0.7,1,NA
1998,1,1,982577,982577,NA,303,TRW,GOA,CG,13,38,0.8,1,NA
1998,1,1,982577,982577,NA,303,TRW,GOA,CG,17,38,0.8,1,NA
1998,1,1,982577,982577,NA,303,TRW,GOA,CG,16,38,0.85,1,NA
1998,1,1,982577,982577,NA,303,TRW,GOA,CG,29,39,0.8,1,NA
1998,1,1,982577,982577,NA,303,TRW,GOA,CG,30,40,0.9,1,NA
1998,1,1,982577,982577,NA,303,TRW,GOA,CG,8,31,0.45,1,NA
1998,1,1,982577,982577,NA,303,TRW,GOA,CG,8,33,0.55,1,NA
1998,1,1,979629,979629,NA,303,TRW,GOA,CG,16,38,0.9,1,NA
1998,1,1,979629,979629,NA,303,TRW,GOA,CG,33,39,0.9,1,NA
1998,1,1,979629,979629,NA,303,TRW,GOA,CG,17,41,1,1,NA
1998,1,1,979629,979629,NA,303,TRW,GOA,CG,26,44,0.95,1,NA
1998,1,1,979629,979629,NA,303,TRW,GOA,CG,19,36,0.62,1,NA
1998,1,1,979629,979629,NA,303,TRW,GOA,CG,15,36,0.7,1,NA
1998,1,1,979629,979629,NA,303,TRW,GOA,CG,21,36,0.72,1,NA
1998,1,1,979629,979629,NA,303,TRW,GOA,CG,18,37,0.75,1,NA
1998,1,1,979629,979629,NA,303,TRW,GOA,CG,20,38,0.82,1,NA
1998,1,1,983569,983569,NA,303,TRW,GOA,CG,14,38,0.72,1,NA
1998,1,1,983569,983569,NA,303,TRW,GOA,CG,16,39,0.75,1,NA
1998,1,1,983569,983569,NA,303,TRW,GOA,CG,16,40,0.84,1,NA
1998,1,1,979638,979638,NA,303,TRW,GOA,CG,22,39,0.9,1,NA
1998,1,1,979638,979638,NA,303,TRW,GOA,CG,24,39,0.9,1,NA
1998,1,1,979638,979638,NA,303,TRW,GOA,CG,23,39,0.9,1,NA
1998,1,1,979638,979638,NA,303,TRW,GOA,CG,29,40,0.9,1,NA
1998,1,1,979638,979638,NA,303,TRW,GOA,CG,22,40,0.95,1,NA
1998,1,1,979638,979638,NA,303,TRW,GOA,CG,21,41,0.95,1,NA
1998,1,1,979638,979638,NA,303,TRW,GOA,CG,20,41,1.05,1,NA
1998,1,1,983580,983580,NA,303,TRW,GOA,CG,14,36,0.69,1,NA
1998,1,1,983580,983580,NA,303,TRW,GOA,CG,20,37,0.7,1,NA
1998,1,1,983580,983580,NA,303,TRW,GOA,CG,16,37,0.72,1,NA
1998,1,1,983580,983580,NA,303,TRW,GOA,CG,24,38,0.72,1,NA
1998,1,1,983580,983580,NA,303,TRW,GOA,CG,15,38,0.73,1,NA
1998,1,1,983580,983580,NA,303,TRW,GOA,CG,14,39,0.76,1,NA
1998,1,1,983580,983580,NA,303,TRW,GOA,CG,22,39,0.8,1,NA
1998,1,1,983580,983580,NA,303,TRW,GOA,CG,18,40,0.86,1,NA
1998,1,1,983580,983580,NA,303,TRW,GOA,CG,24,40,0.95,1,NA
1998,1,1,979635,979635,NA,303,TRW,GOA,CG,9,32,0.5,1,NA
