survey,survey_year,species_code,sex,age,agepop,mean_length,standard_deviation
GOA,1984,30420,2,25,302831.75,370,0
GOA,1984,30420,2,27,320552,430,0
GOA,1984,30420,2,28,229865.40000000002,400,0
GOA,1984,30420,2,29,307841.5,410,0
GOA,1984,30420,2,31,260992.035,365.8015515684224,4.935333330499768
GOA,1984,30420,2,32,873544.3333333333,404.0962050008529,9.122560199361919
GOA,1984,30420,2,37,257861.3333333333,389.99999999999994,7.6924896875389e-6
GOA,1984,30420,2,40,257861.3333333333,389.99999999999994,7.6924896875389e-6
GOA,1984,30420,2,41,307841.5,410,0
GOA,1984,30420,2,43,229865.40000000002,400,0
GOA,1984,30420,2,-9,2645138,251.49168776827523,112.1672178198149
GOA,1987,30420,1,3,747819,180,0
GOA,1987,30420,1,4,1649236.6416666666,236.96831792336735,11.238694183467954
GOA,1987,30420,1,5,10094198.33174603,248.47338775882466,26.94060731263647
GOA,1987,30420,1,6,4667306.652170869,273.9487570436227,21.478711914051186
GOA,1987,30420,1,7,4555027.447012138,297.1875018321548,18.554146229178187
GOA,1987,30420,1,8,637218.6071428572,320,0
GOA,1987,30420,1,9,3639161.6746031744,296.452279102977,10.70069526523048
GOA,1987,30420,1,10,6825711.332581699,312.639712248814,17.399900980820178
GOA,1987,30420,1,11,12588400.51431606,320.04476491100814,18.850484411376044
GOA,1987,30420,1,12,14454830.513942577,326.6300563750837,20.537677576164963
GOA,1987,30420,1,13,4318163.521708683,322.71745348118606,21.47108827642683
GOA,1987,30420,1,14,5117225.986785714,332.2591235196561,15.909785724002376
GOA,1987,30420,1,15,1510603.0628571426,342.81632649448284,4.497951758443657
GOA,1987,30420,1,16,3508782.3924999996,340.76991581957407,17.327713774604984
GOA,1987,30420,1,17,13231425.965,330.0791326521677,19.485786056840958
GOA,1987,30420,1,18,3586306.605833333,339.9641775476168,16.34923245768643
GOA,1987,30420,1,19,5570027.500595238,324.09182765382906,19.993314940070107
GOA,1987,30420,1,20,3587871.663095238,328.788603508993,18.494860111574496
GOA,1987,30420,1,21,3112207.0761904763,321.5402856058577,17.073471477032463
GOA,1987,30420,1,22,141794.43333333335,377.10554457591536,9.57194482840419
GOA,1987,30420,1,23,571373.4583333333,330,0
GOA,1987,30420,1,24,571373.4583333333,330,0
GOA,1987,30420,1,26,1607530.2034663865,321.0851561729713,23.30701169946013
GOA,1987,30420,1,27,4005611.8117857142,323.2805446181193,19.9699617336111
GOA,1987,30420,1,28,728636.7071428571,326.27322910744306,16.56224779242381
GOA,1987,30420,1,29,269455.0375,363.50315959485454,11.307265657404855
GOA,1987,30420,1,30,516853.2428571428,353.53748772067854,7.631247279415727
GOA,1987,30420,1,31,1176586.02,342.3309328458619,8.030861562994222
GOA,1987,30420,1,33,91418.1,370,0
GOA,1987,30420,1,42,245856.4375,360,0
GOA,1987,30420,1,44,23598.600000000002,399.99999999999994,7.785787629005959e-6
GOA,1987,30420,1,-9,4433726,182.2144737857053,52.870078616799354
GOA,1987,30420,2,4,2366857.589285714,231.99792861277604,11.412567260570164
GOA,1987,30420,2,5,2311962.2857142854,251.20839634927316,15.755703833148626
GOA,1987,30420,2,6,4443112.725,271.7047670110598,14.782956868135427
GOA,1987,30420,2,7,2110757.6,278.5997473134764,10.77318844364533
GOA,1987,30420,2,9,2842063.1067821067,321.20450630936165,13.073090426929186
GOA,1987,30420,2,10,15914293.662115516,323.31228549609597,16.277581340260188
GOA,1987,30420,2,11,12632357.193026125,322.95283540272806,23.275309533269315
GOA,1987,30420,2,12,10647960.613400342,337.87690977679324,25.78383016867945
GOA,1987,30420,2,13,3410322.734440267,347.40072614174903,26.926129928545024
GOA,1987,30420,2,14,4509278.436155219,340.25298167530735,26.123460365610327
GOA,1987,30420,2,15,1645471.3769841269,334.72031169087467,20.397347573960023
GOA,1987,30420,2,16,4732487.474206349,335.585187264394,20.20067358889177
GOA,1987,30420,2,17,9971437.046478376,340.75757995966023,25.06398332438161
GOA,1987,30420,2,18,5609738.706887411,354.3567434178693,22.411676627670108
GOA,1987,30420,2,19,12383157.306690386,345.81195763255374,21.276318904940005
GOA,1987,30420,2,20,2535024.1694942485,351.37257437701663,29.050186951029715
GOA,1987,30420,2,21,2629622.236899066,347.5169445952032,22.33948988043317
GOA,1987,30420,2,22,1423740.9824561402,357.6916977865712,19.977812990911726
GOA,1987,30420,2,23,893182.7103174604,326.6193539481956,20.4826494790646
GOA,1987,30420,2,24,84461.32142857142,390,0
GOA,1987,30420,2,25,880648.7655677656,367.33005932069403,9.636981725050907
GOA,1987,30420,2,26,2306403.625313283,356.6480866182352,16.538178969949293
GOA,1987,30420,2,27,1802318.2888471177,362.1003051392676,17.077328418398277
GOA,1987,30420,2,28,1977295.5626566415,362.3058772551615,10.324650906316062
GOA,1987,30420,2,29,426108.4285714286,356.38293271430916,16.6854669002712
GOA,1987,30420,2,33,352444.3846153846,384.2111608661879,13.886114196149583
GOA,1987,30420,2,34,697892.2380952381,340,0
GOA,1987,30420,2,35,54396.428571428565,400,0
GOA,1987,30420,2,-9,2791899,182.78520104058205,25.9841895234844
GOA,1993,30420,1,3,313708,182.39467912836142,16.052123004724454
GOA,1993,30420,1,4,215149.75,228.55098599928655,38.708138031896176
GOA,1993,30420,1,5,588921.65,248.87004323919828,13.689662912785778
GOA,1993,30420,1,6,881234.9833333334,260.299061171709,16.33417196270509
GOA,1993,30420,1,7,780672.6166666667,273.96876437128776,24.19537571913361
GOA,1993,30420,1,8,5441273.177777778,332.4675544175031,25.15587109855371
GOA,1993,30420,1,9,8726082.244444445,333.76090483329824,19.277262554522736
GOA,1993,30420,1,10,7054159.444444444,345.31263327932527,12.85958798650317
GOA,1993,30420,1,11,5153565.244444445,360.62627056593516,16.401199328850048
GOA,1993,30420,1,12,2084837.8444444444,355.1933698483324,4.996259410972667
GOA,1993,30420,1,13,3609022.1916666664,364.06201078984316,16.078910217045255
GOA,1993,30420,1,14,2368510.333333333,364.70603158769325,15.370415166963669
GOA,1993,30420,1,15,633935.125,390,0
GOA,1993,30420,1,16,4298072.844444444,367.63281593314395,18.048945119433267
GOA,1993,30420,1,17,2690648.013888889,385.9040024109846,14.329013320575537
GOA,1993,30420,1,18,3691731.125,369.51021028259623,25.964141765992657
GOA,1993,30420,1,19,1765575.5555555555,380,0
GOA,1993,30420,1,21,1886148.5694444445,370.07416362283294,21.59388827170657
GOA,1993,30420,1,22,1872286.5277777778,401.34980912747585,26.077600162878063
GOA,1993,30420,1,23,2789545.302777778,376.5540452989138,15.080971913162365
GOA,1993,30420,1,24,2249193.6666666665,377.2608899890692,9.306343005395625
GOA,1993,30420,1,25,4091383.9555555554,361.66320303744214,11.299302461274857
GOA,1993,30420,1,26,681502.375,392.09392887295513,7.644169547024667
GOA,1993,30420,1,32,250109,400,0
GOA,1993,30420,1,33,824024.125,394.61367560082056,8.425408563791146
GOA,1993,30420,1,34,250109,400,0
GOA,1993,30420,1,37,190089,410,0
GOA,1993,30420,1,39,2118401.333333333,360.53905009710684,9.985460680047312
GOA,1993,30420,1,-9,119274,440,0
GOA,1993,30420,2,2,50515,184.62951598535088,11.500974823373609
GOA,1993,30420,2,3,112115,187.36199438076974,19.517797475717988
GOA,1993,30420,2,4,256073.06666666665,239.61758570991196,14.502683445793316
GOA,1993,30420,2,5,725279.55,239.63746806317644,14.923427484948766
GOA,1993,30420,2,6,777027.85,265.22877654900014,16.748312330661633
GOA,1993,30420,2,7,905515.5083333333,283.36637902787254,17.380850494901026
GOA,1993,30420,2,8,4377359.886363637,323.0531936708321,30.84908709524102
GOA,1993,30420,2,9,9774114.126262626,335.4413892536616,15.730807926330833
GOA,1993,30420,2,10,3027946.411363636,337.14464052440775,25.384670565197588
GOA,1993,30420,2,11,10715794.281565655,358.3416152709715,16.818196773474348
GOA,1993,30420,2,12,4759753.125,356.69546726753816,25.002186654819194
GOA,1993,30420,2,13,3919411.111111111,373.38460511358,13.673777704963735
GOA,1993,30420,2,14,3806087,362.6147037626833,4.394355682038242
GOA,1993,30420,2,15,3114641.111111111,366.1285434348241,18.83049128567614
GOA,1993,30420,2,16,3688146.375,355.2429308069423,8.515378826193988
GOA,1993,30420,2,17,2130255.875,403.1101840837156,10.709110096119412
GOA,1993,30420,2,18,2404862.2083333335,380.3946042092189,28.811091638745648
GOA,1993,30420,2,19,2551079.896825397,389.7012146742077,33.60206462654197
GOA,1993,30420,2,20,618128.875,390,0
GOA,1993,30420,2,21,1683732.2638888888,413.1093913279941,22.075203046183077
GOA,1993,30420,2,22,3367442.382936508,368.98538730197725,22.5843740383616
GOA,1993,30420,2,23,4052833.591269841,386.41114607581557,25.97769162561569
GOA,1993,30420,2,24,4598257.555555555,384.74128678404225,22.03618251422284
GOA,1993,30420,2,25,3048520.875,398.7305600111544,18.864224977667725
GOA,1993,30420,2,26,375171.55555555556,420,0
GOA,1993,30420,2,27,2583592.3333333335,391.34850394138977,18.1634148177736
GOA,1993,30420,2,28,3420177.4444444445,363.82042231272146,12.861337936935197
GOA,1993,30420,2,29,877238.375,340,0
GOA,1993,30420,2,31,375171.55555555556,420,0
GOA,1993,30420,2,32,1213241.7777777778,400,0
GOA,1993,30420,2,34,616464.8412698413,423.9141451314117,4.880667905560687
GOA,1993,30420,2,35,857758.126984127,425.6261381413586,4.960640183279463
GOA,1993,30420,2,36,1442491.7777777775,391.0295510253631,14.464976147224577
GOA,1993,30420,2,40,241293.2857142857,430,0
GOA,1993,30420,2,-9,231989,469.717271077508,9.996002418786746
GOA,1990,30420,1,3,57471.83333333333,168.78331704516125,22.11748030452843
GOA,1990,30420,1,4,220624.13095238095,209.65310533801104,27.442648347495734
GOA,1990,30420,1,5,2978786.713852814,249.0808481981634,23.23771017076651
GOA,1990,30420,1,6,4218025.414393939,262.875455227435,12.646404783883547
GOA,1990,30420,1,7,2851080.0029220777,276.7199627415649,19.410934810918498
GOA,1990,30420,1,8,3275766.0680069933,318.8117771090898,22.989992520535864
GOA,1990,30420,1,9,3383775.7285714285,324.5158259623091,11.506021450729692
GOA,1990,30420,1,10,904090.5384615385,308.9015142033511,12.586982748080414
GOA,1990,30420,1,11,6653769.4032967035,350.3769606478129,18.582685896853977
GOA,1990,30420,1,12,3044441.020604396,330.6686057807027,10.783778066479412
GOA,1990,30420,1,13,6218926.565247253,351.7007657065507,15.43524199278404
GOA,1990,30420,1,14,8666255.411843712,355.5316659217728,18.203123631383026
GOA,1990,30420,1,15,10734967.834813798,354.96951198317527,16.48810443797548
GOA,1990,30420,1,16,3476350.808104396,349.5523759385188,14.486903760526113
GOA,1990,30420,1,17,4429704.8178266175,360.62514218428265,16.449591008101176
GOA,1990,30420,1,18,681671.875,392.95318403740805,4.561857561922791
GOA,1990,30420,1,19,480361.625,390,0
GOA,1990,30420,1,20,1708949.4125,356.9705157963533,14.870005632020932
GOA,1990,30420,1,21,7009612.60491453,365.7579123933755,22.72264014469841
GOA,1990,30420,1,22,2853032.664835165,361.31879251795584,35.066716021393745
GOA,1990,30420,1,23,1836207.8509615385,345.9578415258854,4.907396418803159
GOA,1990,30420,1,25,1471077.534722222,359.8182136568308,19.999173826071875
GOA,1990,30420,1,26,4129866.538461538,360.8807134627609,9.813628161331431
GOA,1990,30420,1,27,201310.25,400,0
GOA,1990,30420,1,28,1399906.2513736263,348.83013936242287,29.971750686859124
GOA,1990,30420,1,29,277477.5,420,0
GOA,1990,30420,1,30,394321,310,0
GOA,1990,30420,1,31,1447086.725,376.6390164003474,9.418268909033268
GOA,1990,30420,1,32,201310.25,400,0
GOA,1990,30420,1,33,480361.625,390,0
GOA,1990,30420,1,-9,278601,434.6811748701548,8.082897853181551
GOA,1990,30420,2,3,40328,150,0
GOA,1990,30420,2,4,65684.15,212.8959421717416,8.795964221231465
GOA,1990,30420,2,5,1425697.4153846153,253.35124814631436,19.10579393600231
GOA,1990,30420,2,6,3973036.3945027194,264.8038559174408,17.639060183598556
GOA,1990,30420,2,7,1161283.170940171,269.5512696881848,15.985931015794153
GOA,1990,30420,2,8,2888539.9794094795,302.24834264030216,24.4763160760569
GOA,1990,30420,2,9,4753880.468162393,333.22368632303983,15.49759403692773
GOA,1990,30420,2,10,5853582.143278943,336.37812628730865,24.453658439381407
GOA,1990,30420,2,11,2075464.8666666667,339.49045889253466,14.156166715672867
GOA,1990,30420,2,12,2276555.888888889,345.25750833264067,16.725518945194125
GOA,1990,30420,2,13,1892992.888888889,348.3490232046419,16.724202097054246
GOA,1990,30420,2,14,3799796.960894661,363.35205912249035,29.632206967114765
GOA,1990,30420,2,15,3950126.6921245423,366.7832038240539,17.113516967593885
GOA,1990,30420,2,16,4214342.220723721,362.57015058755576,22.141340268537245
GOA,1990,30420,2,17,3246671.357692308,368.59354638928045,16.7857523144044
GOA,1990,30420,2,18,333848.8888888889,410,0
GOA,1990,30420,2,19,1215716.8,386.0793434786786,24.750935026851067
GOA,1990,30420,2,20,8208303.384432235,381.93534609136447,22.779068700616723
GOA,1990,30420,2,21,3018521.050793651,390.1891882865109,19.63807639988469
GOA,1990,30420,2,22,4067052.641269841,387.9967760936526,32.401192348967164
GOA,1990,30420,2,23,1061647.3555555556,398.8125701334054,22.015428229940692
GOA,1990,30420,2,24,1352838.7576923077,377.7917750997428,22.55132782146395
GOA,1990,30420,2,26,961578.1833333333,379.0520649464957,19.977522847798728
GOA,1990,30420,2,27,761588.1666666666,430.9479510908017,9.954968042612602
GOA,1990,30420,2,28,367443.2,390,0
GOA,1990,30420,2,30,1082431.6666666665,440.44660247991027,13.976212699648201
GOA,1990,30420,2,32,1166532.3785714286,391.00222954438476,8.21564232889171
GOA,1990,30420,2,33,341087.9285714286,380,0
GOA,1990,30420,2,-9,168977,460,0
GOA,1990,30420,3,-9,20558,105,5
GOA,1996,30420,1,2,201650,124.47126208777586,4.97196502604089
GOA,1996,30420,1,3,118355,142.3293481475223,28.349067972858265
GOA,1996,30420,1,4,46185,210,0
GOA,1996,30420,1,5,116874.5,216.60186781547728,22.14490151687743
GOA,1996,30420,1,6,1322582.75,256.85591884515355,22.775544776496158
GOA,1996,30420,1,7,441479.375,277.6900959416281,16.41010700966875
GOA,1996,30420,1,8,820690.9166666666,304.03033988333607,21.178036733460264
GOA,1996,30420,1,9,2961262.0995238093,339.38526182232926,28.258292275700757
GOA,1996,30420,1,10,3826530.6597619047,349.94180712223374,18.33609982030396
GOA,1996,30420,1,11,6525723.598095238,351.1341946515389,19.9567495017259
GOA,1996,30420,1,12,3927089.954047619,354.34099728441913,16.89963715417454
GOA,1996,30420,1,13,5462858.198809524,365.0070539637254,23.655065268655765
GOA,1996,30420,1,14,1929494.9773015874,362.45089640820794,18.897583138603615
GOA,1996,30420,1,15,2832598.7453968255,371.4801587379576,12.9605569575039
GOA,1996,30420,1,16,3055228.6305916305,385.4767730400109,10.127732830505431
GOA,1996,30420,1,17,1475431.365079365,394.82857786997903,6.701813372884078
GOA,1996,30420,1,18,2145152.7818181817,381.71181805969775,12.130425311027368
GOA,1996,30420,1,19,3111767.012698413,387.2496217580594,10.54158460665871
GOA,1996,30420,1,20,5012799.813809523,385.3201306227649,15.836072197621789
GOA,1996,30420,1,21,2379773.935238095,375.96850492680176,12.68129927317852
GOA,1996,30420,1,22,2450939.963492064,379.03129505978967,18.368777682811377
GOA,1996,30420,1,23,774379.8571428572,401.89994242397466,3.9229635513604397
GOA,1996,30420,1,24,721708.5151515151,390.25572944940706,17.6459549197707
GOA,1996,30420,1,25,996118.2572150072,389.73773837475477,23.784950347611762
GOA,1996,30420,1,26,2066564.0177777777,375.20671271878916,10.250287436578938
GOA,1996,30420,1,27,544732.8686868687,394.93811348993336,11.124677067606907
GOA,1996,30420,1,28,984447.8528138528,392.37456710631835,14.56235968561815
GOA,1996,30420,1,29,1722556.5796825397,383.30443099859116,15.082084742457857
GOA,1996,30420,1,30,150935.04761904763,410.75674935544646,4.704233314413765
GOA,1996,30420,1,31,350109.60000000003,370,0
GOA,1996,30420,1,32,179330.18181818182,419.99999999999994,6.522563899729518e-6
GOA,1996,30420,1,33,956739.0952380951,388.74152832928877,9.920496411672632
GOA,1996,30420,1,35,581790.0876190476,374.37522240880486,19.192755848226057
GOA,1996,30420,1,39,209084.0476190476,400,0
GOA,1996,30420,1,43,147127.7142857143,410,0
GOA,1996,30420,1,-9,80647,174.6889530918695,11.065571192961379
GOA,1996,30420,2,2,108681.5,125.62009173594402,4.961399625006492
GOA,1996,30420,2,3,184552.5,158.86823532599124,23.799634613309106
GOA,1996,30420,2,4,112414,203.85032113437828,4.8660290284734815
GOA,1996,30420,2,5,141727,220,0
GOA,1996,30420,2,6,47194.5,250,0
GOA,1996,30420,2,7,259714.88888888888,288.06455283871117,44.89552890766236
GOA,1996,30420,2,8,1707727.6277777778,294.3500166480165,30.501918607848797
GOA,1996,30420,2,9,2062877.2666666666,313.99347501979355,25.890709663687122
GOA,1996,30420,2,10,2671742.2911616163,343.9030231100739,22.73803423242924
GOA,1996,30420,2,11,3905423.4482420357,352.9277009923818,26.925453867635817
GOA,1996,30420,2,12,5353540.883906371,361.18285974742633,20.696562918806844
GOA,1996,30420,2,13,3993494.606977581,379.47706543788473,20.523683971422088
GOA,1996,30420,2,14,2997244.5055069933,376.2371015915374,18.43809522630078
GOA,1996,30420,2,15,1192463.4545454546,380.71609970437055,18.086758652353645
GOA,1996,30420,2,16,1687145.6310160428,409.2368466091954,11.272669373509956
GOA,1996,30420,2,17,545901.1764705882,410,0
GOA,1996,30420,2,18,2025972.35828877,389.9246345646596,18.73635892560635
GOA,1996,30420,2,19,3551166.1115950225,397.5780066326432,17.916476392301597
GOA,1996,30420,2,20,5737329.388533525,402.74978578891285,29.519857635528226
GOA,1996,30420,2,21,1008950.9272727272,411.44831370391364,13.54323633316264
GOA,1996,30420,2,22,1301601.6643356644,410.5609997833868,26.81114477758856
GOA,1996,30420,2,23,2928507.8620320857,398.25692959685716,21.95166745608051
GOA,1996,30420,2,24,3359459.5839572195,410.57391281570943,24.234941840599564
GOA,1996,30420,2,25,2291006.4727272727,417.4631193454983,15.556396294560372
GOA,1996,30420,2,26,4322917.702838338,410.92337965377584,18.688870128275102
GOA,1996,30420,2,27,1121116.6310160428,399.7385260617506,9.996580984499445
GOA,1996,30420,2,28,818399.3636363636,392.17952271135016,40.74383148422151
GOA,1996,30420,2,29,1645943.2310160426,413.85062192393883,10.65459900373885
GOA,1996,30420,2,30,542685.0909090909,433.7809890081909,4.849124890315072
GOA,1996,30420,2,31,565860.2363636363,427.25227267009365,9.615092018305319
GOA,1996,30420,2,32,337496.45454545453,430,0
GOA,1996,30420,2,33,819313.2272727273,405.997477599171,23.86636778248803
GOA,1996,30420,2,34,913977,406.0301845670077,16.283307478463925
GOA,1996,30420,2,37,803748,400,0
GOA,1996,30420,2,42,360671.6,420,0
GOA,1996,30420,2,43,354437.8125,370,0
GOA,1996,30420,2,-9,466209,246.5974487837,67.79222887196474
GOA,1999,30420,1,4,88838,200,0
GOA,1999,30420,1,5,1438975.6666666665,258.0006147891776,23.591082115255038
GOA,1999,30420,1,6,590532.6666666666,281.7570746862437,3.8057108940928632
GOA,1999,30420,1,7,970789,292.76742937960773,13.686518154145977
GOA,1999,30420,1,8,1690909.606060606,324.60143031856063,6.604313264309268
GOA,1999,30420,1,9,6376673.363636363,326.83648267422575,17.573490643851926
GOA,1999,30420,1,10,2385294.020833333,343.8650220382947,18.72462027841321
GOA,1999,30420,1,11,7732999.753409091,354.86678735703134,10.857756008177024
GOA,1999,30420,1,12,4540040.175000001,360.86678170199224,7.254379556895126
GOA,1999,30420,1,13,6036981.381818182,356.4686580749194,15.648859832714773
GOA,1999,30420,1,14,5007597.6875,384.3693352562281,10.51116682415293
GOA,1999,30420,1,15,6886046.665909091,375.19902581271714,20.700610647947133
GOA,1999,30420,1,16,4971275.975,374.32829199348566,7.275601826587755
GOA,1999,30420,1,17,4704683,389.6394634877631,17.570247147325624
GOA,1999,30420,1,18,5618594.2875,373.9578679046952,14.840707976170693
GOA,1999,30420,1,19,2132856.6875,376.6982371969612,4.702764125795218
GOA,1999,30420,1,20,1428638,380,0
GOA,1999,30420,1,21,5693104.754166666,396.4813546403939,17.215143167710465
GOA,1999,30420,1,22,3536320.8,397.5369078506679,13.01162002098736
GOA,1999,30420,1,23,3987408.4000000004,394.53332445204256,25.841849262681592
GOA,1999,30420,1,24,882630,390,0
GOA,1999,30420,1,25,3839518,397.04546768630854,18.145304316972737
GOA,1999,30420,1,26,3096289.7750000004,391.8048376948181,19.918397548382128
GOA,1999,30420,1,27,3022631.4,387.08851896397294,22.658455134156725
GOA,1999,30420,1,28,1095776.3333333333,397.78065110002683,15.833114427069487
GOA,1999,30420,1,29,4847164.8,394.9920118251395,23.565691451103216
GOA,1999,30420,1,30,1446103,400,0
GOA,1999,30420,1,31,882630,390,0
GOA,1999,30420,1,32,1446103,400,0
GOA,1999,30420,1,34,1428638,380,0
GOA,1999,30420,1,36,882630,390,0
GOA,1999,30420,1,39,1014915,350,0
GOA,1999,30420,1,41,888430.8,420,0
GOA,1999,30420,1,-9,2755974,238.64352131043327,30.300020018176863
GOA,1999,30420,2,3,37931,130,0
GOA,1999,30420,2,4,385001,201.80931997579228,15.515966226100437
GOA,1999,30420,2,5,1730698,238.84379597133642,17.285816088671172
GOA,1999,30420,2,6,224499.91666666666,279.1162246162675,7.888245751026188
GOA,1999,30420,2,7,1869335.5833333333,323.2125295676579,13.549010632499733
GOA,1999,30420,2,8,998215.7916666666,322.3999015076024,14.800072463921326
GOA,1999,30420,2,9,6346145.208333333,325.97728489837516,9.856886625336413
GOA,1999,30420,2,10,5937168.015873016,347.30491930462756,18.28778624725248
GOA,1999,30420,2,11,16100236.951479075,360.68859287835954,14.61066756736763
GOA,1999,30420,2,12,16262870.195526697,370.8455681770634,16.530436358208245
GOA,1999,30420,2,13,10270613.525974026,375.7845515738778,13.634955604125897
GOA,1999,30420,2,14,11886541.40981241,387.0135117055326,17.086284571009738
GOA,1999,30420,2,15,16640874.37085137,379.7878897461805,15.477294832879583
GOA,1999,30420,2,16,22569514.61111111,387.9684802805938,19.83133743236102
GOA,1999,30420,2,18,16061731.935064934,388.9773663634739,10.310743626932972
GOA,1999,30420,2,19,3515940.090909091,380,0
GOA,1999,30420,2,20,2483143.6363636362,392.6693502151598,12.370755124017878
GOA,1999,30420,2,21,3334400.5,410,0
GOA,1999,30420,2,22,3061150,433.27767995687896,9.358804026510839
GOA,1999,30420,2,23,3555346.5,412.48578865660494,9.656728277157546
GOA,1999,30420,2,24,8217154.689393939,397.0267012142121,12.902006326334988
GOA,1999,30420,2,25,2062342.2380952379,426.8239126723852,10.294780157626693
GOA,1999,30420,2,26,1413916.5714285714,420,0
GOA,1999,30420,2,27,7053003.321428571,415.60744500064624,13.584438977732889
GOA,1999,30420,2,28,6360961.71969697,403.03562697286867,17.283302822414502
GOA,1999,30420,2,29,2372670.6363636362,390,0
GOA,1999,30420,2,30,3515940.090909091,380,0
GOA,1999,30420,2,31,6298002.017857143,413.7051308275876,30.98160478374867
GOA,1999,30420,2,32,12215615.305194804,389.5840523382219,19.270529040579895
GOA,1999,30420,2,33,3022858.75,401.8272934519352,9.382199701418575
GOA,1999,30420,2,34,1071632.75,390.1993492329034,49.999602597253975
GOA,1999,30420,2,39,2726701,430,0
GOA,1999,30420,2,40,537952.6666666666,440,0
GOA,1999,30420,2,-9,166223,158.02897312646263,22.44696162767492
GOA,2001,30420,2,32,6984905.273809523,401.7784013204133,7.7898501282178785
GOA,2001,30420,2,34,2355336.777777778,390.1638911651747,22.506194398275895
GOA,2001,30420,2,35,3264146.152777778,424.9549360839103,9.982478776896908
GOA,2001,30420,2,36,1692193,458.385952429776,3.679038752622396
GOA,2001,30420,2,37,91783,490,0
GOA,2001,30420,2,39,777936,469.46720552847535,14.319360138161183
GOA,2001,30420,2,40,3632033.583333333,410.64436605911527,16.769859813553296
GOA,2001,30420,2,41,1956347,380,0
GOA,2001,30420,2,60,1419065,460,0
GOA,2001,30420,2,-9,1845222,382.6120651065292,127.23031082751184
GOA,2001,30420,1,3,1742764.3333333333,179.40828870914467,17.28930036705772
GOA,2001,30420,1,4,749340.3333333333,200.20585216953046,17.961199843006362
GOA,2001,30420,1,5,1010723.6474358975,234.81004403997443,21.568637791487347
GOA,2001,30420,1,6,3803853.564831002,276.83356254954145,23.184831294646244
GOA,2001,30420,1,7,8610759.49780395,310.7132414034905,34.39368644584578
GOA,2001,30420,1,8,3783512.7349358974,311.0723658608472,16.294637366357716
GOA,2001,30420,1,9,4931186.225961538,334.0761694943827,9.034093393552743
GOA,2001,30420,1,10,14824736.93439481,357.1583218144889,14.153046007462427
