"YEAR","HAUL_JOIN","PORT_JOIN","FMP_AREA","FMP_GEAR","SPECIES","LENGTH","WEIGHT","AGE","SPECIMEN_TYPE","PERFORMANCE"
1998,"979649",NA,"GOA","TRW",303,33,0.55,10,1,1
1998,"979649",NA,"GOA","TRW",303,41,0.9,25,1,1
1998,"979649",NA,"GOA","TRW",303,41,1.1,21,1,1
1998,"979649",NA,"GOA","TRW",303,42,1.1,20,1,1
1998,"979649",NA,"GOA","TRW",303,43,1.1,28,1,1
1998,"979649",NA,"GOA","TRW",303,43,1.15,24,1,1
1998,"979649",NA,"GOA","TRW",303,43,1.15,40,1,1
1998,"979649",NA,"GOA","TRW",303,44,1.15,26,1,1
1998,"979649",NA,"GOA","TRW",303,44,1.25,43,1,1
1998,"979633",NA,"GOA","TRW",303,34,0.6,14,1,1
1998,"979633",NA,"GOA","TRW",303,35,0.65,15,1,1
1998,"982574",NA,"GOA","TRW",303,39,0.9,14,1,1
1998,"982574",NA,"GOA","TRW",303,39,0.9,25,1,1
1998,"982582",NA,"GOA","TRW",303,38,0.85,12,1,1
1998,"982577",NA,"GOA","TRW",303,38,0.85,16,1,1
1998,"982577",NA,"GOA","TRW",303,39,0.8,29,1,1
1998,"982582",NA,"GOA","TRW",303,39,0.9,18,1,1
1998,"982582",NA,"GOA","TRW",303,39,0.9,18,1,1
1998,"982576",NA,"GOA","TRW",303,39,0.95,20,1,1
1998,"982577",NA,"GOA","TRW",303,40,0.9,30,1,1
1998,"982582",NA,"GOA","TRW",303,40,0.95,25,1,1
1998,"982582",NA,"GOA","TRW",303,43,1.1,20,1,1
1998,"982560",NA,"GOA","TRW",303,36,0.7,10,1,1
1998,"982560",NA,"GOA","TRW",303,36,0.7,13,1,1
1998,"982560",NA,"GOA","TRW",303,37,0.7,15,1,1
1998,"982560",NA,"GOA","TRW",303,37,0.75,11,1,1
1998,"982560",NA,"GOA","TRW",303,38,0.75,14,1,1
1998,"982560",NA,"GOA","TRW",303,38,0.75,24,1,1
1998,"982560",NA,"GOA","TRW",303,38,0.85,12,1,1
1998,"982560",NA,"GOA","TRW",303,39,0.8,26,1,1
1998,"979633",NA,"GOA","TRW",303,36,0.7,20,1,1
1998,"979633",NA,"GOA","TRW",303,36,0.75,16,1,1
1998,"979633",NA,"GOA","TRW",303,37,0.75,17,1,1
1998,"979633",NA,"GOA","TRW",303,37,0.75,14,1,1
1998,"979633",NA,"GOA","TRW",303,38,0.7,18,1,1
1998,"979633",NA,"GOA","TRW",303,38,0.85,18,1,1
1998,"979633",NA,"GOA","TRW",303,40,0.82,30,1,1
1998,"979633",NA,"GOA","TRW",303,40,0.95,21,1,1
1998,"979634",NA,"GOA","TRW",303,33,0.5,10,1,1
1998,"979634",NA,"GOA","TRW",303,34,0.6,8,1,1
1998,"979634",NA,"GOA","TRW",303,34,0.65,33,1,1
1998,"979634",NA,"GOA","TRW",303,35,0.6,11,1,1
1998,"979634",NA,"GOA","TRW",303,35,0.63,14,1,1
1998,"979634",NA,"GOA","TRW",303,35,0.65,16,1,1
1998,"979634",NA,"GOA","TRW",303,36,0.65,16,1,1
1998,"979634",NA,"GOA","TRW",303,37,0.75,23,1,1
1998,"979634",NA,"GOA","TRW",303,37,0.8,22,1,1
1998,"979634",NA,"GOA","TRW",303,39,0.85,22,1,1
1998,"979635",NA,"GOA","TRW",303,32,0.5,9,1,1
1998,"979635",NA,"GOA","TRW",303,33,0.5,13,1,1
1998,"979635",NA,"GOA","TRW",303,34,0.55,14,1,1
1998,"979635",NA,"GOA","TRW",303,34,0.57,9,1,1
1998,"979635",NA,"GOA","TRW",303,36,0.7,17,1,1
1998,"979635",NA,"GOA","TRW",303,38,0.75,16,1,1
1998,"979635",NA,"GOA","TRW",303,38,0.77,18,1,1
1998,"979635",NA,"GOA","TRW",303,39,0.85,21,1,1
1998,"979635",NA,"GOA","TRW",303,39,0.87,14,1,1
1998,"979635",NA,"GOA","TRW",303,40,0.95,24,1,1
1998,"979639",NA,"GOA","TRW",303,33,0.5,9,1,1
1998,"979639",NA,"GOA","TRW",303,33,0.55,13,1,1
1998,"979639",NA,"GOA","TRW",303,33,0.57,10,1,1
1998,"979639",NA,"GOA","TRW",303,33,0.6,9,1,1
1998,"979639",NA,"GOA","TRW",303,35,0.62,12,1,1
1998,"982560",NA,"GOA","TRW",303,39,0.8,23,1,1
1998,"982560",NA,"GOA","TRW",303,39,0.85,29,1,1
1998,"979639",NA,"GOA","TRW",303,35,0.62,13,1,1
1998,"979639",NA,"GOA","TRW",303,35,0.7,11,1,1
1998,"979639",NA,"GOA","TRW",303,39,0.85,25,1,1
1998,"979639",NA,"GOA","TRW",303,40,0.8,16,1,1
1998,"979638",NA,"GOA","TRW",303,33,0.55,9,1,1
1998,"979638",NA,"GOA","TRW",303,34,0.57,11,1,1
1998,"979638",NA,"GOA","TRW",303,35,0.65,12,1,1
1998,"979638",NA,"GOA","TRW",303,39,0.9,22,1,1
1998,"979638",NA,"GOA","TRW",303,39,0.9,24,1,1
1998,"979638",NA,"GOA","TRW",303,39,0.9,23,1,1
1998,"979638",NA,"GOA","TRW",303,40,0.9,29,1,1
1998,"979638",NA,"GOA","TRW",303,40,0.95,22,1,1
1998,"979638",NA,"GOA","TRW",303,41,0.95,21,1,1
1998,"979638",NA,"GOA","TRW",303,41,1.05,20,1,1
1998,"979629",NA,"GOA","TRW",303,36,0.62,19,1,1
1998,"979629",NA,"GOA","TRW",303,36,0.7,15,1,1
1998,"979629",NA,"GOA","TRW",303,36,0.72,21,1,1
1998,"979629",NA,"GOA","TRW",303,37,0.75,18,1,1
1998,"979629",NA,"GOA","TRW",303,38,0.82,20,1,1
1998,"979629",NA,"GOA","TRW",303,38,0.9,16,1,1
1998,"979629",NA,"GOA","TRW",303,39,0.9,33,1,1
1998,"979629",NA,"GOA","TRW",303,41,1,17,1,1
1998,"979629",NA,"GOA","TRW",303,44,0.95,26,1,1
1998,"979625",NA,"GOA","TRW",303,41,0.9,19,1,1
1998,"979624",NA,"GOA","TRW",303,28,0.3,8,1,1
1998,"979624",NA,"GOA","TRW",303,33,0.55,27,1,1
1998,"979624",NA,"GOA","TRW",303,34,0.55,12,1,1
1998,"979624",NA,"GOA","TRW",303,35,0.65,30,1,1
1998,"979624",NA,"GOA","TRW",303,37,0.7,12,1,1
1998,"979624",NA,"GOA","TRW",303,37,0.8,32,1,1
1998,"979624",NA,"GOA","TRW",303,39,0.85,23,1,1
1998,"979624",NA,"GOA","TRW",303,40,0.9,20,1,1
1998,"982557",NA,"GOA","TRW",303,37,0.7,30,1,1
1998,"982557",NA,"GOA","TRW",303,37,0.75,29,1,1
1998,"982553",NA,"GOA","TRW",303,24,0.2,8,1,1
1998,"982553",NA,"GOA","TRW",303,35,0.65,16,1,1
1998,"982553",NA,"GOA","TRW",303,36,0.7,16,1,1
1998,"982553",NA,"GOA","TRW",303,37,0.65,15,1,1
1998,"982553",NA,"GOA","TRW",303,37,0.7,16,1,1
1998,"982553",NA,"GOA","TRW",303,38,0.8,14,1,1
1998,"982568",NA,"GOA","TRW",303,33,0.5,11,1,1
1998,"982568",NA,"GOA","TRW",303,35,0.6,12,1,1
1998,"982568",NA,"GOA","TRW",303,36,0.65,17,1,1
1998,"982568",NA,"GOA","TRW",303,36,0.7,11,1,1
1998,"982568",NA,"GOA","TRW",303,37,0.65,23,1,1
1998,"982568",NA,"GOA","TRW",303,37,0.7,13,1,1
1998,"982568",NA,"GOA","TRW",303,37,0.8,15,1,1
1998,"982568",NA,"GOA","TRW",303,38,0.75,15,1,1
1998,"982568",NA,"GOA","TRW",303,38,0.85,33,1,1
1998,"982568",NA,"GOA","TRW",303,41,1.05,18,1,1
1998,"982577",NA,"GOA","TRW",303,31,0.45,8,1,1
1998,"982577",NA,"GOA","TRW",303,33,0.55,8,1,1
1998,"982576",NA,"GOA","TRW",303,34,0.6,11,1,1
1998,"982582",NA,"GOA","TRW",303,34,0.6,13,1,1
1998,"982576",NA,"GOA","TRW",303,35,0.6,12,1,1
1998,"982582",NA,"GOA","TRW",303,35,0.6,13,1,1
1998,"982582",NA,"GOA","TRW",303,35,0.65,9,1,1
1998,"979624",NA,"GOA","TRW",303,41,0.95,32,1,1
1998,"979623",NA,"GOA","TRW",303,30,0.4,9,1,1
1998,"979623",NA,"GOA","TRW",303,34,0.55,13,1,1
1998,"979623",NA,"GOA","TRW",303,34,0.6,10,1,1
1998,"979623",NA,"GOA","TRW",303,37,0.7,13,1,1
1998,"979623",NA,"GOA","TRW",303,37,0.72,12,1,1
1998,"979623",NA,"GOA","TRW",303,37,0.75,19,1,1
1998,"979623",NA,"GOA","TRW",303,38,0.75,13,1,1
1998,"979623",NA,"GOA","TRW",303,38,0.83,15,1,1
1998,"979623",NA,"GOA","TRW",303,38,0.85,17,1,1
1998,"979623",NA,"GOA","TRW",303,41,0.92,23,1,1
1998,"979630",NA,"GOA","TRW",303,35,0.65,32,1,1
1998,"979630",NA,"GOA","TRW",303,36,0.7,12,1,1
1998,"979630",NA,"GOA","TRW",303,36,0.7,40,1,1
1998,"979630",NA,"GOA","TRW",303,36,0.72,22,1,1
1998,"979630",NA,"GOA","TRW",303,37,0.7,13,1,1
1998,"979630",NA,"GOA","TRW",303,38,0.8,16,1,1
1998,"979630",NA,"GOA","TRW",303,39,0.8,26,1,1
1998,"979630",NA,"GOA","TRW",303,39,0.85,14,1,1
1998,"979630",NA,"GOA","TRW",303,40,0.87,28,1,1
1998,"979630",NA,"GOA","TRW",303,40,0.95,16,1,1
1998,"979639",NA,"GOA","TRW",303,39,0.8,11,1,1
1998,"982553",NA,"GOA","TRW",303,38,0.8,22,1,1
1998,"982556",NA,"GOA","TRW",303,35,0.6,11,1,1
1998,"982556",NA,"GOA","TRW",303,36,0.6,13,1,1
1998,"982556",NA,"GOA","TRW",303,36,0.65,14,1,1
1998,"982556",NA,"GOA","TRW",303,36,0.65,11,1,1
1998,"982556",NA,"GOA","TRW",303,37,0.7,32,1,1
1998,"982556",NA,"GOA","TRW",303,38,0.75,14,1,1
1998,"982556",NA,"GOA","TRW",303,38,0.75,18,1,1
1998,"982556",NA,"GOA","TRW",303,38,0.8,19,1,1
1998,"982556",NA,"GOA","TRW",303,39,0.75,32,1,1
1998,"982556",NA,"GOA","TRW",303,39,0.75,20,1,1
1998,"982556",NA,"GOA","TRW",303,39,0.9,22,1,1
1998,"982576",NA,"GOA","TRW",303,35,0.65,11,1,1
1998,"982577",NA,"GOA","TRW",303,35,0.65,15,1,1
1998,"982582",NA,"GOA","TRW",303,36,0.6,17,1,1
1998,"982582",NA,"GOA","TRW",303,36,0.65,11,1,1
1998,"982582",NA,"GOA","TRW",303,36,0.65,13,1,1
1998,"982576",NA,"GOA","TRW",303,36,0.7,12,1,1
1998,"982576",NA,"GOA","TRW",303,36,0.7,12,1,1
1998,"982576",NA,"GOA","TRW",303,37,0.7,13,1,1
1998,"982576",NA,"GOA","TRW",303,37,0.7,13,1,1
1998,"982577",NA,"GOA","TRW",303,37,0.7,12,1,1
1998,"982577",NA,"GOA","TRW",303,37,0.7,16,1,1
1998,"982582",NA,"GOA","TRW",303,37,0.7,13,1,1
1998,"982582",NA,"GOA","TRW",303,37,0.7,14,1,1
1998,"982576",NA,"GOA","TRW",303,37,0.75,12,1,1
1998,"982582",NA,"GOA","TRW",303,37,0.75,16,1,1
1998,"982582",NA,"GOA","TRW",303,37,0.75,12,1,1
1998,"982576",NA,"GOA","TRW",303,37,0.8,15,1,1
1998,"982582",NA,"GOA","TRW",303,37,0.8,33,1,1
1998,"982582",NA,"GOA","TRW",303,38,0.75,22,1,1
1998,"982582",NA,"GOA","TRW",303,38,0.75,17,1,1
1998,"982577",NA,"GOA","TRW",303,38,0.8,13,1,1
1998,"982582",NA,"GOA","TRW",303,38,0.8,14,1,1
1998,"982577",NA,"GOA","TRW",303,38,0.8,17,1,1
1998,"982582",NA,"GOA","TRW",303,38,0.85,14,1,1
1998,NA,"82254","GOA","TRW",303,36,0.61,26,1,NA
1998,NA,"82250","GOA","TRW",303,36,0.63,10,1,NA
1998,NA,"82254","GOA","TRW",303,36,0.64,15,1,NA
1998,NA,"82250","GOA","TRW",303,36,0.67,12,1,NA
1998,NA,"82254","GOA","TRW",303,36,0.7,21,1,NA
1998,NA,"82252","GOA","TRW",303,36,0.71,13,1,NA
1998,NA,"82250","GOA","TRW",303,36,0.75,12,1,NA
1998,NA,"82254","GOA","TRW",303,36,0.78,11,1,NA
1998,NA,"82254","GOA","TRW",303,37,0.63,12,1,NA
1998,NA,"82254","GOA","TRW",303,37,0.64,13,1,NA
1998,NA,"82254","GOA","TRW",303,38,0.78,19,1,NA
1998,NA,"82254","GOA","TRW",303,38,0.81,11,1,NA
1998,NA,"82254","GOA","TRW",303,38,0.82,16,1,NA
1998,NA,"82254","GOA","TRW",303,38,0.84,12,1,NA
1998,NA,"82250","GOA","TRW",303,39,0.8,12,1,NA
1998,NA,"82254","GOA","TRW",303,39,1.01,16,1,NA
1998,NA,"82250","GOA","TRW",303,40,0.94,23,1,NA
1998,NA,"82250","GOA","TRW",303,40,0.96,21,1,NA
1998,NA,"82250","GOA","TRW",303,40,0.99,15,1,NA
1998,NA,"82252","GOA","TRW",303,41,0.81,21,1,NA
1998,NA,"82250","GOA","TRW",303,41,0.89,17,1,NA
1998,NA,"82250","GOA","TRW",303,41,0.92,23,1,NA
1998,"983289",NA,"GOA","TRW",303,32,0.45,7,1,1
1998,"983289",NA,"GOA","TRW",303,36,0.65,21,1,1
1998,"983289",NA,"GOA","TRW",303,37,0.7,22,1,1
1998,"983289",NA,"GOA","TRW",303,38,0.8,21,1,1
1998,"983289",NA,"GOA","TRW",303,38,0.8,29,1,1
1998,"983289",NA,"GOA","TRW",303,39,0.7,18,1,1
1998,"983289",NA,"GOA","TRW",303,39,0.9,27,1,1
1998,"983279",NA,"GOA","TRW",303,35,0.6,14,1,1
1998,"983279",NA,"GOA","TRW",303,37,0.65,33,1,1
1998,"983279",NA,"GOA","TRW",303,37,0.7,13,1,1
1998,"983279",NA,"GOA","TRW",303,37,0.7,15,1,1
1998,"983279",NA,"GOA","TRW",303,37,0.7,13,1,1
1998,"983279",NA,"GOA","TRW",303,38,0.75,17,1,1
1998,"983279",NA,"GOA","TRW",303,39,0.85,21,1,1
1998,"983278",NA,"GOA","TRW",303,36,0.6,12,1,5
1998,"983278",NA,"GOA","TRW",303,38,0.75,23,1,5
1998,"983278",NA,"GOA","TRW",303,38,0.75,14,1,5
1998,"983278",NA,"GOA","TRW",303,39,0.85,22,1,5
1998,"983278",NA,"GOA","TRW",303,39,0.85,13,1,5
1998,"983278",NA,"GOA","TRW",303,39,0.85,20,1,5
1998,"983278",NA,"GOA","TRW",303,40,0.95,27,1,5
1998,"983292",NA,"GOA","TRW",303,32,0.4,8,1,1
1998,"983292",NA,"GOA","TRW",303,36,0.65,11,1,1
1998,"983292",NA,"GOA","TRW",303,37,0.7,14,1,1
1998,"983292",NA,"GOA","TRW",303,39,0.8,29,1,1
1998,"983292",NA,"GOA","TRW",303,39,0.8,18,1,1
1998,"983292",NA,"GOA","TRW",303,39,0.85,14,1,1
1998,"983277",NA,"GOA","TRW",303,33,0.5,8,1,1
1998,"983277",NA,"GOA","TRW",303,36,0.55,11,1,1
1998,"983277",NA,"GOA","TRW",303,36,0.6,14,1,1
1998,"983277",NA,"GOA","TRW",303,36,0.6,13,1,1
1998,"983277",NA,"GOA","TRW",303,36,0.6,14,1,1
1998,"983277",NA,"GOA","TRW",303,37,0.6,10,1,1
1998,"983277",NA,"GOA","TRW",303,37,0.6,14,1,1
1998,"983277",NA,"GOA","TRW",303,37,0.63,16,1,1
1998,"983277",NA,"GOA","TRW",303,37,0.7,14,1,1
1998,"983277",NA,"GOA","TRW",303,38,0.75,13,1,1
1998,"983277",NA,"GOA","TRW",303,38,0.8,23,1,1
1998,"983277",NA,"GOA","TRW",303,40,0.9,28,1,1
1998,"983290",NA,"GOA","TRW",303,37,0.7,21,1,1
1998,"983290",NA,"GOA","TRW",303,38,0.7,21,1,1
1998,"983290",NA,"GOA","TRW",303,38,0.75,21,1,1
1998,"983290",NA,"GOA","TRW",303,39,0.75,22,1,1
1998,"983290",NA,"GOA","TRW",303,39,0.8,21,1,1
1998,"983290",NA,"GOA","TRW",303,39,0.8,22,1,1
1998,"983330",NA,"GOA","TRW",303,36,0.65,13,1,1
1998,"983330",NA,"GOA","TRW",303,37,0.65,13,1,1
1998,"983330",NA,"GOA","TRW",303,38,0.75,30,1,1
1998,"983330",NA,"GOA","TRW",303,38,0.85,11,1,1
1998,"983330",NA,"GOA","TRW",303,39,0.85,16,1,1
1998,"983330",NA,"GOA","TRW",303,39,0.85,19,1,1
1998,"983330",NA,"GOA","TRW",303,40,0.9,13,1,1
1998,"983269",NA,"GOA","TRW",303,35,0.6,11,1,1
1998,"983269",NA,"GOA","TRW",303,35,0.6,11,1,1
1998,"983269",NA,"GOA","TRW",303,36,0.6,12,1,1
1998,"983269",NA,"GOA","TRW",303,36,0.6,13,1,1
1998,"983269",NA,"GOA","TRW",303,36,0.65,31,1,1
1998,"983269",NA,"GOA","TRW",303,38,0.7,13,1,1
1998,"983269",NA,"GOA","TRW",303,38,0.75,12,1,1
1998,"983269",NA,"GOA","TRW",303,38,0.75,22,1,1
1998,"983269",NA,"GOA","TRW",303,38,0.8,13,1,1
1998,"983269",NA,"GOA","TRW",303,39,0.75,14,1,1
1998,"983269",NA,"GOA","TRW",303,39,0.8,15,1,1
1998,"983269",NA,"GOA","TRW",303,39,0.8,21,1,1
1998,"983269",NA,"GOA","TRW",303,40,0.85,22,1,1
1998,"983569",NA,"GOA","TRW",303,38,0.72,14,1,1
1998,"983569",NA,"GOA","TRW",303,39,0.75,16,1,1
1998,"983569",NA,"GOA","TRW",303,40,0.84,16,1,1
1998,"983573",NA,"GOA","TRW",303,41,0.91,22,1,4
1998,"983579",NA,"GOA","TRW",303,35,0.66,19,1,1
1998,"983569",NA,"GOA","TRW",303,37,0.75,15,1,1
1998,"983564",NA,"GOA","TRW",303,39,NA,22,1,1
1998,"983564",NA,"GOA","TRW",303,40,0.8,19,1,1
1998,"983570",NA,"GOA","TRW",303,34,0.55,12,1,1
1998,"983570",NA,"GOA","TRW",303,35,0.65,13,1,1
1998,"983570",NA,"GOA","TRW",303,37,0.71,13,1,1
1998,"983570",NA,"GOA","TRW",303,37,0.81,13,1,1
1998,"983570",NA,"GOA","TRW",303,39,0.65,16,1,1
1998,"983570",NA,"GOA","TRW",303,41,1.2,22,1,1
1998,"983559",NA,"GOA","TRW",303,35,0.58,12,1,1
1998,"983559",NA,"GOA","TRW",303,35,0.62,13,1,1
1998,"983559",NA,"GOA","TRW",303,37,0.71,18,1,1
1998,"983559",NA,"GOA","TRW",303,37,0.72,24,1,1
1998,"983559",NA,"GOA","TRW",303,38,0.82,16,1,1
1998,"983569",NA,"GOA","TRW",303,40,1.1,24,1,1
1998,"983569",NA,"GOA","TRW",303,42,0.9,23,1,1
1998,"983569",NA,"GOA","TRW",303,44,0.98,25,1,1
1998,"983562",NA,"GOA","TRW",303,39,0.91,22,1,1
1998,"983564",NA,"GOA","TRW",303,34,0.5,13,1,1
1998,"983564",NA,"GOA","TRW",303,36,0.6,38,1,1
1998,"983564",NA,"GOA","TRW",303,36,0.72,15,1,1
1998,"983564",NA,"GOA","TRW",303,37,0.7,13,1,1
1998,"983580",NA,"GOA","TRW",303,36,0.69,14,1,1
1998,"983580",NA,"GOA","TRW",303,37,0.7,20,1,1
1998,"983580",NA,"GOA","TRW",303,37,0.72,16,1,1
1998,"983580",NA,"GOA","TRW",303,38,0.72,24,1,1
1998,"983580",NA,"GOA","TRW",303,38,0.73,15,1,1
1998,"983580",NA,"GOA","TRW",303,39,0.76,14,1,1
1998,"983580",NA,"GOA","TRW",303,39,0.8,22,1,1
1998,"983580",NA,"GOA","TRW",303,40,0.86,18,1,1
1998,"983580",NA,"GOA","TRW",303,40,0.95,24,1,1
1998,"983578",NA,"GOA","TRW",303,36,0.62,15,1,1
1998,"983578",NA,"GOA","TRW",303,37,0.64,15,1,1
1998,"983578",NA,"GOA","TRW",303,37,0.68,14,1,1
1998,"983578",NA,"GOA","TRW",303,37,0.72,14,1,1
1998,"983578",NA,"GOA","TRW",303,37,0.72,24,1,1
1998,"983578",NA,"GOA","TRW",303,37,0.75,14,1,1
1998,"983578",NA,"GOA","TRW",303,38,0.84,15,1,1
1998,"983578",NA,"GOA","TRW",303,39,0.79,25,1,1
1998,"983578",NA,"GOA","TRW",303,41,1,21,1,1
1998,"983573",NA,"GOA","TRW",303,22,0.15,6,1,4
1998,"983573",NA,"GOA","TRW",303,36,0.59,17,1,4
1998,"983573",NA,"GOA","TRW",303,37,0.65,28,1,4
1998,"983573",NA,"GOA","TRW",303,38,0.76,20,1,4
1998,"983573",NA,"GOA","TRW",303,39,0.85,22,1,4
1998,NA,"79922","GOA","TRW",303,40,1.1,14,1,NA
1998,NA,"79921","GOA","TRW",303,40,1.1,21,1,NA
1998,NA,"79922","GOA","TRW",303,40,1.2,17,1,NA
1998,NA,"79927","GOA","TRW",303,40,1.2,15,1,NA
1998,NA,"79921","GOA","TRW",303,40,1.2,25,1,NA
1998,NA,"79922","GOA","TRW",303,40,1.3,17,1,NA
1998,NA,"79927","GOA","TRW",303,40,1.3,15,1,NA
1998,NA,"79920","GOA","TRW",303,41,1,13,1,NA
1998,NA,"79921","GOA","TRW",303,41,1.1,23,1,NA
1998,NA,"79921","GOA","TRW",303,41,1.1,16,1,NA
1998,NA,"79921","GOA","TRW",303,41,1.2,14,1,NA
1998,NA,"79921","GOA","TRW",303,41,1.2,14,1,NA
1998,NA,"79922","GOA","TRW",303,41,1.2,14,1,NA
1998,NA,"79921","GOA","TRW",303,41,1.2,23,1,NA
1998,NA,"79922","GOA","TRW",303,41,1.2,18,1,NA
1998,NA,"79931","GOA","TRW",303,41,1.2,24,1,NA
1998,NA,"79922","GOA","TRW",303,41,1.3,14,1,NA
1998,NA,"79922","GOA","TRW",303,41,1.3,16,1,NA
1998,NA,"79921","GOA","TRW",303,42,1.2,16,1,NA
1998,NA,"79921","GOA","TRW",303,42,1.2,16,1,NA
1998,NA,"79922","GOA","TRW",303,42,1.2,26,1,NA
1998,NA,"79931","GOA","TRW",303,42,1.3,18,1,NA
1998,NA,"79921","GOA","TRW",303,42,1.3,23,1,NA
1998,NA,"79922","GOA","TRW",303,42,1.3,17,1,NA
1998,NA,"79931","GOA","TRW",303,42,1.4,25,1,NA
1998,NA,"79931","GOA","TRW",303,42,1.4,19,1,NA
1998,NA,"79931","GOA","TRW",303,42,1.4,22,1,NA
1998,NA,"79921","GOA","TRW",303,43,1.3,16,1,NA
1998,NA,"79922","GOA","TRW",303,43,1.3,19,1,NA
1998,NA,"79921","GOA","TRW",303,43,1.3,22,1,NA
1998,NA,"79921","GOA","TRW",303,43,1.4,23,1,NA
1998,NA,"79927","GOA","TRW",303,43,1.4,15,1,NA
1998,NA,"79922","GOA","TRW",303,45,1.5,24,1,NA
1998,NA,"79931","GOA","TRW",303,28,0.3,6,1,NA
1998,NA,"79921","GOA","TRW",303,29,0.5,7,1,NA
1998,NA,"79922","GOA","TRW",303,32,0.6,8,1,NA
1998,NA,"79921","GOA","TRW",303,32,0.7,8,1,NA
1998,NA,"79931","GOA","TRW",303,33,0.8,8,1,NA
1998,NA,"79927","GOA","TRW",303,34,0.7,9,1,NA
1998,NA,"79920","GOA","TRW",303,34,0.8,14,1,NA
1998,NA,"79920","GOA","TRW",303,35,0.7,13,1,NA
1998,NA,"79927","GOA","TRW",303,35,1,11,1,NA
1998,NA,"79921","GOA","TRW",303,36,0.9,11,1,NA
1998,NA,"79920","GOA","TRW",303,37,0.9,21,1,NA
1998,NA,"79921","GOA","TRW",303,37,0.9,10,1,NA
1998,NA,"79921","GOA","TRW",303,37,1,14,1,NA
1998,NA,"79921","GOA","TRW",303,37,1,10,1,NA
1998,NA,"79922","GOA","TRW",303,37,1,29,1,NA
1998,NA,"79920","GOA","TRW",303,38,0.9,13,1,NA
1998,NA,"79922","GOA","TRW",303,38,1,9,1,NA
1998,NA,"79922","GOA","TRW",303,38,1,15,1,NA
1998,NA,"79920","GOA","TRW",303,38,1,11,1,NA
1998,NA,"79921","GOA","TRW",303,38,1,18,1,NA
1998,NA,"79922","GOA","TRW",303,38,1,30,1,NA
1998,NA,"79922","GOA","TRW",303,38,1,11,1,NA
1998,NA,"79922","GOA","TRW",303,39,1,18,1,NA
1998,NA,"79922","GOA","TRW",303,39,1.1,15,1,NA
1998,NA,"79927","GOA","TRW",303,39,1.1,24,1,NA
1998,NA,"79931","GOA","TRW",303,39,1.1,39,1,NA
1998,NA,"79927","GOA","TRW",303,39,1.1,17,1,NA
1998,NA,"79927","GOA","TRW",303,39,1.1,22,1,NA
1998,NA,"79927","GOA","TRW",303,39,1.1,27,1,NA
1998,NA,"79931","GOA","TRW",303,39,1.1,35,1,NA
