"","year","length","value","groups","Length","Year"
"78",1993,20,0.000486746,"obs","20","1993"
"79",1993,21,0.000647096,"obs","21","1993"
"80",1993,22,0.00154458,"obs","22","1993"
"81",1993,23,0.00260803,"obs","23","1993"
"82",1993,24,0.0032662,"obs","24","1993"
"83",1993,25,0.00655338,"obs","25","1993"
"84",1993,26,0.00527833,"obs","26","1993"
"85",1993,27,0.00683184,"obs","27","1993"
"86",1993,28,0.00776172,"obs","28","1993"
"87",1993,29,0.00694754,"obs","29","1993"
"88",1993,30,0.0122183,"obs","30","1993"
"89",1993,31,0.0145814,"obs","31","1993"
"90",1993,32,0.0410703,"obs","32","1993"
"91",1993,33,0.055244,"obs","33","1993"
"92",1993,34,0.090737,"obs","34","1993"
"93",1993,35,0.146674,"obs","35","1993"
"94",1993,36,0.161237,"obs","36","1993"
"95",1993,37,0.123143,"obs","37","1993"
"96",1993,38,0.310446,"obs","38","1993"
"97",1996,15,0.000410652,"obs","15","1996"
"98",1996,16,0.000321227,"obs","16","1996"
"99",1996,17,0.000769829,"obs","17","1996"
"100",1996,18,0.000987511,"obs","18","1996"
"101",1996,19,0.000532604,"obs","19","1996"
"102",1996,20,0.000910573,"obs","20","1996"
"103",1996,21,0.000730654,"obs","21","1996"
"104",1996,22,0.00210648,"obs","22","1996"
"105",1996,23,0.00230807,"obs","23","1996"
"106",1996,24,0.00200161,"obs","24","1996"
"107",1996,25,0.00312282,"obs","25","1996"
"108",1996,26,0.00698527,"obs","26","1996"
"109",1996,27,0.00821016,"obs","27","1996"
"110",1996,28,0.00551906,"obs","28","1996"
"111",1996,29,0.00802584,"obs","29","1996"
"112",1996,30,0.00903588,"obs","30","1996"
"113",1996,31,0.0159874,"obs","31","1996"
"114",1996,32,0.020331,"obs","32","1996"
"115",1996,33,0.0266953,"obs","33","1996"
"116",1996,34,0.0341475,"obs","34","1996"
"117",1996,35,0.0594602,"obs","35","1996"
"118",1996,36,0.121278,"obs","36","1996"
"119",1996,37,0.117794,"obs","37","1996"
"120",1996,38,0.552328,"obs","38","1996"
"121",1999,15,0.000157686,"obs","15","1999"
"122",1999,16,0.000233261,"obs","16","1999"
"123",1999,17,0.00013125,"obs","17","1999"
"124",1999,18,0.000476442,"obs","18","1999"
"125",1999,19,0.000674832,"obs","19","1999"
"126",1999,20,0.000784513,"obs","20","1999"
"127",1999,21,0.00119172,"obs","21","1999"
"128",1999,22,0.00168782,"obs","22","1999"
"129",1999,23,0.00338608,"obs","23","1999"
"130",1999,24,0.00179762,"obs","24","1999"
"131",1999,25,0.00216329,"obs","25","1999"
"132",1999,26,0.00606612,"obs","26","1999"
"133",1999,27,0.00196639,"obs","27","1999"
"134",1999,28,0.00563203,"obs","28","1999"
"135",1999,29,0.00182684,"obs","29","1999"
"136",1999,30,0.00256297,"obs","30","1999"
"137",1999,31,0.00232319,"obs","31","1999"
"138",1999,32,0.0267781,"obs","32","1999"
"139",1999,33,0.0309122,"obs","33","1999"
"140",1999,34,0.035407,"obs","34","1999"
"141",1999,35,0.0538331,"obs","35","1999"
"142",1999,36,0.0777479,"obs","36","1999"
"143",1999,37,0.128249,"obs","37","1999"
"144",1999,38,0.614011,"obs","38","1999"
"145",2001,15,0.000322127,"obs","15","2001"
"146",2001,16,0.000661316,"obs","16","2001"
"147",2001,17,0.000417194,"obs","17","2001"
"148",2001,18,0.00268523,"obs","18","2001"
"149",2001,19,0.00245622,"obs","19","2001"
"150",2001,20,0.0015148,"obs","20","2001"
"151",2001,21,0.00149714,"obs","21","2001"
"152",2001,22,0.00164241,"obs","22","2001"
"153",2001,23,0.00123679,"obs","23","2001"
"154",2001,24,0.00201607,"obs","24","2001"
"155",2001,25,0.00190915,"obs","25","2001"
"156",2001,26,0.00393808,"obs","26","2001"
"157",2001,27,0.00491074,"obs","27","2001"
"158",2001,28,0.00797422,"obs","28","2001"
"159",2001,29,0.00513707,"obs","29","2001"
"160",2001,30,0.00953669,"obs","30","2001"
"161",2001,31,0.0105617,"obs","31","2001"
"162",2001,32,0.0231682,"obs","32","2001"
"163",2001,33,0.0171753,"obs","33","2001"
"164",2001,34,0.0530374,"obs","34","2001"
"165",2001,35,0.0510252,"obs","35","2001"
"166",2001,36,0.121347,"obs","36","2001"
"167",2001,37,0.126852,"obs","37","2001"
"168",2001,38,0.548978,"obs","38","2001"
"169",2003,15,0.000353761,"obs","15","2003"
"170",2003,16,0,"obs","16","2003"
"171",2003,17,0.00018853,"obs","17","2003"
"172",2003,18,0,"obs","18","2003"
"173",2003,19,0.000536766,"obs","19","2003"
"174",2003,20,0.00109426,"obs","20","2003"
"175",2003,21,0.00125599,"obs","21","2003"
"176",2003,22,0.00247718,"obs","22","2003"
"177",2003,23,0.00384865,"obs","23","2003"
"178",2003,24,0.00579537,"obs","24","2003"
"179",2003,25,0.00697796,"obs","25","2003"
"180",2003,26,0.0181141,"obs","26","2003"
"181",2003,27,0.0112102,"obs","27","2003"
"182",2003,28,0.0071957,"obs","28","2003"
"183",2003,29,0.00989405,"obs","29","2003"
"184",2003,30,0.0147976,"obs","30","2003"
"185",2003,31,0.0207492,"obs","31","2003"
"186",2003,32,0.0396464,"obs","32","2003"
"187",2003,33,0.064099,"obs","33","2003"
"188",2003,34,0.0767755,"obs","34","2003"
"189",2003,35,0.0630623,"obs","35","2003"
"190",2003,36,0.0782659,"obs","36","2003"
"191",2003,37,0.0706265,"obs","37","2003"
"192",2003,38,0.503035,"obs","38","2003"
"193",2005,15,4.70346e-05,"obs","15","2005"
"194",2005,16,0.000111551,"obs","16","2005"
"195",2005,17,0.000177515,"obs","17","2005"
"196",2005,18,1.32875e-05,"obs","18","2005"
"197",2005,19,4.47783e-05,"obs","19","2005"
"198",2005,20,0.000198894,"obs","20","2005"
"199",2005,21,0.000239999,"obs","21","2005"
"200",2005,22,0.000286177,"obs","22","2005"
"201",2005,23,0.000124175,"obs","23","2005"
"202",2005,24,0.0014564,"obs","24","2005"
"203",2005,25,0.000379635,"obs","25","2005"
"204",2005,26,0.00081842,"obs","26","2005"
"205",2005,27,0.00117965,"obs","27","2005"
"206",2005,28,0.00133444,"obs","28","2005"
"207",2005,29,0.0634923,"obs","29","2005"
"208",2005,30,0.0341422,"obs","30","2005"
"209",2005,31,0.0117434,"obs","31","2005"
"210",2005,32,0.0130615,"obs","32","2005"
"211",2005,33,0.0211406,"obs","33","2005"
"212",2005,34,0.025475,"obs","34","2005"
"213",2005,35,0.0314662,"obs","35","2005"
"214",2005,36,0.0520259,"obs","36","2005"
"215",2005,37,0.0554039,"obs","37","2005"
"216",2005,38,0.685637,"obs","38","2005"
"217",2007,15,6.49579e-05,"obs","15","2007"
"218",2007,16,0,"obs","16","2007"
"219",2007,17,3.17271e-05,"obs","17","2007"
"220",2007,18,3.43913e-05,"obs","18","2007"
"221",2007,19,0.000102993,"obs","19","2007"
"222",2007,20,0,"obs","20","2007"
"223",2007,21,0.000102993,"obs","21","2007"
"224",2007,22,0.000167627,"obs","22","2007"
"225",2007,23,8.16408e-05,"obs","23","2007"
"226",2007,24,0.00041487,"obs","24","2007"
"227",2007,25,0.00202737,"obs","25","2007"
"228",2007,26,0.00229235,"obs","26","2007"
"229",2007,27,0.00606998,"obs","27","2007"
"230",2007,28,0.00215066,"obs","28","2007"
"231",2007,29,0.00639994,"obs","29","2007"
"232",2007,30,0.00334814,"obs","30","2007"
"233",2007,31,0.00719444,"obs","31","2007"
"234",2007,32,0.0177605,"obs","32","2007"
"235",2007,33,0.0380923,"obs","33","2007"
"236",2007,34,0.0618399,"obs","34","2007"
"237",2007,35,0.0699132,"obs","35","2007"
"238",2007,36,0.0836627,"obs","36","2007"
"239",2007,37,0.0926913,"obs","37","2007"
"240",2007,38,0.605556,"obs","38","2007"
"241",2009,15,0.000710908,"obs","15","2009"
"242",2009,16,0.00114299,"obs","16","2009"
"243",2009,17,0.000355454,"obs","17","2009"
"244",2009,18,0.00106452,"obs","18","2009"
"245",2009,19,0.000931648,"obs","19","2009"
"246",2009,20,0.000714106,"obs","20","2009"
"247",2009,21,0.000566707,"obs","21","2009"
"248",2009,22,0.000615057,"obs","22","2009"
"249",2009,23,0.00117003,"obs","23","2009"
"250",2009,24,0.000491647,"obs","24","2009"
"251",2009,25,0.00106105,"obs","25","2009"
"252",2009,26,0.0014823,"obs","26","2009"
"253",2009,27,0.00256835,"obs","27","2009"
"254",2009,28,0.0021525,"obs","28","2009"
"255",2009,29,0.00183655,"obs","29","2009"
"256",2009,30,0.00771829,"obs","30","2009"
"257",2009,31,0.00637638,"obs","31","2009"
"258",2009,32,0.0130917,"obs","32","2009"
"259",2009,33,0.0117779,"obs","33","2009"
"260",2009,34,0.032203,"obs","34","2009"
"261",2009,35,0.0396991,"obs","35","2009"
"262",2009,36,0.0562354,"obs","36","2009"
"263",2009,37,0.0815489,"obs","37","2009"
"264",2009,38,0.734485,"obs","38","2009"
"265",2011,15,0,"obs","15","2011"
"266",2011,16,0,"obs","16","2011"
"267",2011,17,0.000121306,"obs","17","2011"
"268",2011,18,0.000125663,"obs","18","2011"
"269",2011,19,0.000125663,"obs","19","2011"
"270",2011,20,0.000369899,"obs","20","2011"
"271",2011,21,0.000125663,"obs","21","2011"
"272",2011,22,0.000376997,"obs","22","2011"
"273",2011,23,0.000750835,"obs","23","2011"
"274",2011,24,0.000125663,"obs","24","2011"
"275",2011,25,0.000236466,"obs","25","2011"
"276",2011,26,0.000406686,"obs","26","2011"
"277",2011,27,0.000251333,"obs","27","2011"
"278",2011,28,0.000535888,"obs","28","2011"
"279",2011,29,0.000170219,"obs","29","2011"
"280",2011,30,0.000148255,"obs","30","2011"
"281",2011,31,0.00070331,"obs","31","2011"
"282",2011,32,0.00181021,"obs","32","2011"
"283",2011,33,0.00361921,"obs","33","2011"
"284",2011,34,0.0148258,"obs","34","2011"
"285",2011,35,0.0123963,"obs","35","2011"
"286",2011,36,0.0183995,"obs","36","2011"
"287",2011,37,0.044214,"obs","37","2011"
"288",2011,38,0.900161,"obs","38","2011"
"289",2013,15,0,"obs","15","2013"
"290",2013,16,0,"obs","16","2013"
"291",2013,17,0,"obs","17","2013"
"292",2013,18,0,"obs","18","2013"
"293",2013,19,9.56691e-05,"obs","19","2013"
"294",2013,20,0,"obs","20","2013"
"295",2013,21,0,"obs","21","2013"
"296",2013,22,7.08676e-05,"obs","22","2013"
"297",2013,23,8.39877e-05,"obs","23","2013"
"298",2013,24,0.000119423,"obs","24","2013"
"299",2013,25,0.000670265,"obs","25","2013"
"300",2013,26,0.000682796,"obs","26","2013"
"301",2013,27,0.00131708,"obs","27","2013"
"302",2013,28,0.00100398,"obs","28","2013"
"303",2013,29,0.00126232,"obs","29","2013"
"304",2013,30,0.003819,"obs","30","2013"
"305",2013,31,0.00161524,"obs","31","2013"
"306",2013,32,0.00424212,"obs","32","2013"
"307",2013,33,0.00502861,"obs","33","2013"
"308",2013,34,0.0118459,"obs","34","2013"
"309",2013,35,0.0132541,"obs","35","2013"
"310",2013,36,0.0343865,"obs","36","2013"
"311",2013,37,0.0400746,"obs","37","2013"
"312",2013,38,0.880428,"obs","38","2013"
"313",2015,15,0,"obs","15","2015"
"314",2015,16,0,"obs","16","2015"
"315",2015,17,0,"obs","17","2015"
"316",2015,18,0.000929261,"obs","18","2015"
"317",2015,19,0,"obs","19","2015"
"318",2015,20,0,"obs","20","2015"
"319",2015,21,0,"obs","21","2015"
"320",2015,22,0.000480361,"obs","22","2015"
"321",2015,23,0,"obs","23","2015"
"322",2015,24,0,"obs","24","2015"
"323",2015,25,0.00232228,"obs","25","2015"
"324",2015,26,0.000960702,"obs","26","2015"
"325",2015,27,0.000743091,"obs","27","2015"
"326",2015,28,0.00420975,"obs","28","2015"
"327",2015,29,0.00209818,"obs","29","2015"
"328",2015,30,0.00214023,"obs","30","2015"
"329",2015,31,0.00572531,"obs","31","2015"
"330",2015,32,0.00715843,"obs","32","2015"
"331",2015,33,0.00853563,"obs","33","2015"
"332",2015,34,0.0125986,"obs","34","2015"
"333",2015,35,0.00701936,"obs","35","2015"
"334",2015,36,0.0250783,"obs","36","2015"
"335",2015,37,0.0528802,"obs","37","2015"
"336",2015,38,0.86712,"obs","38","2015"
"337",2017,15,0,"obs","15","2017"
"338",2017,16,8.47395e-05,"obs","16","2017"
"339",2017,17,0,"obs","17","2017"
"340",2017,18,0,"obs","18","2017"
"341",2017,19,0.000124543,"obs","19","2017"
"342",2017,20,0.000140406,"obs","20","2017"
"343",2017,21,0.000147725,"obs","21","2017"
"344",2017,22,0.000147725,"obs","22","2017"
"345",2017,23,0.000293872,"obs","23","2017"
"346",2017,24,0.000404247,"obs","24","2017"
"347",2017,25,0.00138392,"obs","25","2017"
"348",2017,26,0,"obs","26","2017"
"349",2017,27,0.00149106,"obs","27","2017"
"350",2017,28,0.00126268,"obs","28","2017"
"351",2017,29,0.000971972,"obs","29","2017"
"352",2017,30,0.00442062,"obs","30","2017"
"353",2017,31,0.00421632,"obs","31","2017"
"354",2017,32,0.00819467,"obs","32","2017"
"355",2017,33,0.00742011,"obs","33","2017"
"356",2017,34,0.00806245,"obs","34","2017"
"357",2017,35,0.013521,"obs","35","2017"
"358",2017,36,0.0164009,"obs","36","2017"
"359",2017,37,0.0324828,"obs","37","2017"
"360",2017,38,0.898828,"obs","38","2017"
"361",2019,15,0,"obs","15","2019"
"362",2019,16,0,"obs","16","2019"
"363",2019,17,0.000388397,"obs","17","2019"
"364",2019,18,0,"obs","18","2019"
"365",2019,19,0,"obs","19","2019"
"366",2019,20,0,"obs","20","2019"
"367",2019,21,0,"obs","21","2019"
"368",2019,22,0,"obs","22","2019"
"369",2019,23,0.000378319,"obs","23","2019"
"370",2019,24,0.000756637,"obs","24","2019"
"371",2019,25,0.0010883,"obs","25","2019"
"372",2019,26,0.00206444,"obs","26","2019"
"373",2019,27,0.0012932,"obs","27","2019"
"374",2019,28,0.00378109,"obs","28","2019"
"375",2019,29,0.00160291,"obs","29","2019"
"376",2019,30,0.0039761,"obs","30","2019"
"377",2019,31,0.00472405,"obs","31","2019"
"378",2019,32,0.00935057,"obs","32","2019"
"379",2019,33,0.0189316,"obs","33","2019"
"380",2019,34,0.0184792,"obs","34","2019"
"381",2019,35,0.022758,"obs","35","2019"
"382",2019,36,0.0398618,"obs","36","2019"
"383",2019,37,0.058931,"obs","37","2019"
"384",2019,38,0.811634,"obs","38","2019"
